index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0118.smt2,,1,,7,13,2,16,16,,75,15,171,26,197,1238,4,290,,36,77,28,,,163,517,269,31,18,28,5,,27,10,450.16,280.33,sat,14.82,1.16,0.34,0.61,0.17,0.31,11.58,8.17,0.02,0.11,0.00,0.00,0.11,14.54,2.77,11.70,0.28,0.75,6.77,0.61,0.00,0.61,0.16
chc-lia-0119.smt2,,1,,7,13,2,16,16,,75,15,171,26,197,1238,4,290,,36,77,28,,,163,517,269,31,18,28,5,,27,10,450.16,280.33,sat,14.61,1.14,0.33,0.59,0.16,0.30,11.47,8.07,0.02,0.10,0.00,0.00,0.11,14.33,2.72,11.54,0.27,0.72,6.73,0.59,0.00,0.59,0.15
chc-lia-0120.smt2,,,,6,6,2,12,12,,47,10,73,13,76,446,19,145,,20,6,18,,,83,213,133,9,9,6,2,,10,,186.76,118.02,sat,3.46,0.24,0.07,0.12,0.04,0.06,2.60,1.66,,0.02,0.00,0.00,0.05,3.36,0.53,2.79,0.12,0.15,1.40,0.20,0.00,0.20,0.08
chc-lia-0121.smt2,,73,910,,39,2,83,82,,850,1398,3224,109,,23237,35,3802,,646,10,300,,6,773,10572,4470,101,607,83,189,54,66,,458.83,426.88,timeout,597.96,11.81,1.99,6.50,1.09,3.26,508.04,318.09,85.51,2.78,0.00,0.00,0.64,563.28,167.81,395.09,3.59,22.49,168.54,40.16,0.00,40.16,20.68
chc-lia-0122.smt2,,28,3,,18,1,114,113,,850,29,3533,103,159,33083,268,2037,,166,491,54,,1,854,24178,3985,66,325,54,,85,21,4,765.27,731.81,timeout,595.54,8.24,1.96,4.98,0.93,1.75,534.61,374.09,0.21,2.69,0.00,0.00,0.66,572.39,199.89,371.98,4.21,15.21,209.22,7.42,0.00,7.42,4.39
chc-lia-0123.smt2,,195,608,,37,4,95,94,154,999,210,6274,345,5,25672,321,2875,,617,549,302,4,3,2374,12157,4824,159,441,112,214,71,56,,538.11,533.98,timeout,597.47,12.45,1.93,7.07,0.93,3.57,474.50,335.50,33.61,3.28,0.00,0.00,0.71,525.95,145.31,380.20,4.18,18.91,155.37,38.69,0.01,38.69,18.97
chc-lia-0124.smt2,,4,303,,5,2,111,110,,335,1365,1812,4,3,8530,72,2332,,33,11,,,,282,3845,2378,31,24,25,1,11,155,,642.20,627.24,timeout,598.19,5.02,0.59,2.63,0.48,1.50,83.25,40.35,20.60,0.19,0.00,0.00,0.31,96.55,19.91,76.14,1.03,3.16,43.56,3.32,0.00,3.32,0.53
chc-lia-0125.smt2,,269,2752,,49,5,58,57,68,945,8,2040,843,,16902,12,2482,,821,91,11,,21,848,4961,3088,,809,,121,38,327,4,269.03,257.49,timeout,597.59,8.86,1.15,4.92,0.75,2.54,547.08,147.06,309.74,1.38,0.00,0.00,0.50,592.35,200.92,391.13,3.11,18.91,155.00,54.22,0.01,54.22,23.89
chc-lia-0126.smt2,,,,19,3,1,24,24,,99,,241,1,29,805,21,211,,2,35,,,,62,353,189,,1,,,,,,125.24,77.43,sat,3.00,0.34,0.05,0.15,0.03,0.12,2.06,1.50,,0.02,0.00,0.00,0.02,2.92,0.52,2.31,0.07,0.18,1.20,0.02,0.00,0.02,
chc-lia-0127.smt2,,40,377,,25,3,90,89,4,679,299,1685,185,163,19678,159,1525,,316,270,42,,88,1117,13747,3047,4,307,2,16,128,13,,404.69,376.77,timeout,597.99,5.39,1.24,3.13,0.56,1.27,520.36,326.29,45.57,1.94,0.00,0.00,0.62,550.98,168.78,381.71,3.70,11.17,167.56,19.94,0.00,19.94,12.52
chc-lia-0128.smt2,,,,10,1,,25,25,,79,,375,,62,1313,2,351,,,,,,,47,494,326,,,,,,,,135.72,89.18,sat,5.34,0.55,0.06,0.26,0.06,0.18,3.87,2.85,,0.04,0.00,0.00,0.05,5.25,1.09,4.07,0.14,0.29,2.10,0.01,,0.01,
chc-lia-0132.smt2,18,37,57,,2,1,18,18,,239,26,136,9,16,457,7,425,,6,14,4,,,441,97,456,55,,18,,,,,270.68,152.73,unsat,12.81,1.78,0.58,0.95,0.16,0.53,8.80,4.90,0.75,0.02,0.00,0.00,0.33,12.63,0.63,11.92,0.75,0.50,4.31,0.40,0.00,0.40,0.61
chc-lia-0133.smt2,33,197,,,21,1,31,31,,168,,167,4,13,1610,80,381,,14,150,1,,,336,1000,425,33,36,2,,3,,,244.96,135.93,unsat,10.24,0.50,0.17,0.25,0.07,0.12,7.17,4.13,,0.10,0.00,0.00,0.32,10.05,2.31,7.61,0.82,0.46,1.75,0.69,0.00,0.69,0.38
chc-lia-0134.smt2,33,225,2,,8,2,33,33,,474,98,174,21,20,3315,241,850,,30,565,8,,,858,2210,887,40,10,9,15,2,,,660.04,352.50,unsat,58.66,1.75,0.62,0.95,0.23,0.37,49.94,32.70,0.18,0.27,0.00,0.00,0.73,58.32,12.83,45.34,2.04,1.94,20.69,2.07,0.00,2.07,1.00
chc-lia-0135.smt2,34,618,1,,8,2,33,33,,721,14,1179,74,22,8987,397,1369,,59,572,28,,16,1390,4620,1412,60,23,28,53,5,,,1157.04,639.12,unsat,205.91,4.55,1.40,2.42,0.49,1.20,185.44,131.34,0.41,2.07,0.00,0.00,1.43,205.38,76.79,128.45,4.03,4.24,59.48,8.12,0.00,8.12,2.66
chc-lia-0136.smt2,33,498,10,,12,3,32,32,1,832,69,506,45,24,5805,49,1320,,82,392,41,,124,1372,3233,1484,96,54,42,143,10,,,1457.12,743.22,unsat,258.33,10.83,3.82,6.39,0.94,2.76,228.46,154.83,3.09,1.80,0.00,0.00,1.41,257.55,69.19,188.21,4.54,5.84,88.78,14.47,0.00,14.47,4.84
chc-lia-0137.smt2,18,118,,,5,2,18,18,,177,10,395,10,15,1239,19,352,,11,114,2,,2,346,427,352,28,,3,4,,,,238.64,128.75,unsat,10.34,0.72,0.20,0.33,0.10,0.20,7.59,4.82,0.03,0.12,0.00,0.00,0.31,10.20,2.62,7.50,0.68,0.37,2.30,0.41,0.00,0.41,0.28
chc-lia-0138.smt2,33,225,2,,8,2,33,33,,474,98,174,21,20,3315,241,850,,30,565,8,,,858,2210,887,40,10,9,15,2,,,660.04,352.50,unsat,60.26,1.77,0.62,0.95,0.24,0.38,51.34,33.43,0.19,0.27,0.00,0.00,0.74,59.92,13.11,46.66,2.08,1.98,21.29,2.17,0.00,2.17,1.00
chc-lia-0139.smt2,44,757,5,,17,2,41,41,,1008,57,631,99,34,6759,405,1770,,88,1107,38,,47,1954,4001,1983,117,51,39,155,14,,,1852.88,1012.56,unsat,329.96,14.25,4.35,8.04,1.15,4.03,292.65,191.26,2.28,1.37,0.00,0.00,1.93,329.21,70.24,258.79,6.07,7.13,122.61,21.88,0.00,21.88,6.31
chc-lia-0140.smt2,43,277,,,22,1,43,43,,489,66,255,14,21,6623,507,838,,23,250,1,,,749,4616,913,43,40,2,,4,,,794.60,467.67,unsat,57.62,1.44,0.51,0.77,0.18,0.30,48.41,32.55,0.16,0.85,0.00,0.00,0.77,57.24,23.56,33.49,2.20,1.62,11.22,2.30,0.00,2.30,1.17
chc-lia-0141.smt2,43,365,3,,22,4,43,43,16,383,64,261,78,14,2276,51,759,,63,320,29,,10,764,1293,859,94,85,30,105,7,,,694.96,352.14,unsat,58.15,2.75,0.99,1.56,0.29,0.67,47.45,29.96,0.68,0.22,0.00,0.00,0.77,57.75,10.80,46.77,2.11,2.02,14.75,7.16,0.00,7.16,2.71
chc-lia-0142.smt2,19,74,13,,5,2,18,18,,274,38,62,18,16,402,6,434,,30,276,12,,2,446,141,447,30,13,12,27,1,,,263.92,147.46,unsat,13.54,0.90,0.32,0.48,0.11,0.22,9.69,5.76,0.12,0.02,0.00,0.00,0.33,13.37,0.52,12.78,0.91,0.89,4.21,1.04,0.00,1.04,0.46
chc-lia-0143.smt2,33,194,1,,19,1,32,32,,161,1,108,8,19,1292,11,370,,12,95,5,,,327,781,382,36,22,6,,,,,233.16,128.21,unsat,8.38,0.46,0.14,0.21,0.05,0.12,5.64,3.34,0.01,0.08,0.00,0.00,0.30,8.18,1.72,6.33,0.69,0.42,1.33,0.65,0.00,0.65,0.43
chc-lia-0144.smt2,44,282,,,33,2,41,41,,315,18,157,12,22,1711,10,579,,25,188,14,,,480,950,615,54,90,15,25,2,,,420.08,237.97,unsat,29.39,1.04,0.29,0.47,0.12,0.32,22.07,14.18,,0.19,0.00,0.00,0.51,29.11,4.62,24.31,1.43,1.89,8.24,2.68,0.00,2.68,1.19
chc-lia-0145.smt2,,893,2,,9,2,36,35,,1271,69,248,45,58,6469,309,1564,,31,1133,,,828,1538,4699,1581,,12,,28,6,,,667.20,666.94,timeout,599.16,3.91,1.51,2.22,0.61,0.63,265.71,180.00,1.07,0.62,0.00,0.00,1.43,289.41,89.35,199.92,4.97,6.91,114.90,7.20,0.00,7.20,0.09
chc-lia-0146.smt2,23,41,1,,5,2,23,23,,232,39,71,6,24,1039,83,344,,14,241,3,,28,348,686,359,38,,4,9,,,,336.12,173.66,unsat,12.49,0.57,0.19,0.28,0.08,0.14,9.64,6.23,0.11,0.03,0.00,0.00,0.31,12.28,2.32,9.85,0.72,0.54,3.93,0.46,0.00,0.46,0.55
chc-lia-0147.smt2,43,661,1,,25,2,43,43,,694,142,1451,114,47,9860,346,1447,,51,489,9,,20,1422,5729,1527,52,43,10,29,9,,,1155.20,628.33,unsat,172.23,2.30,0.71,1.17,0.30,0.47,153.29,100.74,0.08,2.51,0.00,0.00,1.48,171.67,64.31,107.17,4.55,3.81,43.02,9.03,0.00,9.03,2.34
chc-lia-0148.smt2,34,252,1,,6,2,33,33,,968,163,583,42,22,7153,83,1324,,55,697,12,,33,1530,3940,1531,70,6,13,27,16,,,1413.28,735.84,unsat,230.90,6.44,1.86,3.38,0.59,1.95,205.81,141.56,0.41,1.72,0.00,0.00,1.36,230.22,69.11,160.97,4.20,6.69,78.36,6.60,0.00,6.60,3.89
chc-lia-0149.smt2,33,371,64,,12,3,33,33,5,510,72,439,66,40,4891,50,1030,,32,306,,,,1058,2633,1140,33,18,1,10,8,24,,667.00,370.09,unsat,98.33,1.79,0.64,0.98,0.23,0.35,86.17,49.68,2.69,0.88,0.00,0.00,1.03,97.97,24.43,73.40,2.98,2.83,33.34,4.80,0.00,4.80,1.45
chc-lia-0150.smt2,35,381,9,,12,2,34,34,,843,76,743,90,20,8022,617,1348,,49,680,4,,1,1437,4654,1502,37,22,5,14,14,1,1,1100.28,613.29,unsat,183.45,2.55,0.90,1.41,0.34,0.46,164.81,108.06,2.35,1.56,0.00,0.00,1.37,182.92,58.17,124.60,4.32,4.92,60.01,7.24,0.00,7.24,2.01
chc-lia-0151.smt2,33,296,13,,7,3,33,33,18,1022,146,904,73,19,9238,408,1518,,95,926,14,,51,1810,5445,1794,58,14,15,35,21,23,7,1776.60,997.86,unsat,331.07,7.74,2.36,4.21,0.72,2.18,298.96,194.54,5.92,1.60,0.00,0.00,1.62,330.34,77.49,252.68,5.91,9.26,125.51,12.46,0.00,12.46,5.31
chc-lia-0152.smt2,42,790,52,,49,3,41,41,16,1180,109,994,259,63,10823,295,1901,,117,815,5,2,18,2304,6111,2348,64,78,6,39,25,36,2,1811.52,1025.91,unsat,494.60,6.26,1.68,3.09,1.12,1.44,454.34,282.34,17.68,3.42,0.00,0.00,2.24,493.74,117.66,375.89,8.43,11.95,175.91,32.43,0.00,32.43,7.72
chc-lia-0153.smt2,48,335,25,,39,3,41,41,1,1069,23,1119,62,18,6156,145,1452,,59,709,5,,56,1833,3824,1874,51,48,6,17,13,9,,1386.40,737.08,unsat,277.09,8.30,2.49,4.47,0.71,2.46,247.98,154.33,1.98,0.92,0.00,0.00,1.82,276.37,35.10,241.08,5.95,6.63,121.29,8.82,0.00,8.82,3.60
chc-lia-0154.smt2,,670,191,,21,3,42,41,6,1079,109,2233,216,26,12548,203,1747,,113,801,26,,70,1985,6497,1949,35,28,26,73,12,30,,548.77,521.62,timeout,598.68,9.19,2.57,5.18,0.92,2.32,446.43,277.90,29.83,4.68,0.00,0.00,1.87,483.71,198.49,285.02,6.31,8.89,130.18,28.70,0.00,28.70,3.32
chc-lia-0155.smt2,,670,191,,21,3,42,41,6,1079,109,2233,216,26,12548,203,1747,,113,801,26,,70,1985,6497,1949,35,28,26,73,12,30,,546.67,519.03,timeout,598.35,8.98,2.56,5.13,0.76,2.32,445.87,280.32,29.42,4.60,0.00,0.00,1.88,482.77,200.33,282.25,6.30,8.78,128.57,28.99,0.00,28.99,3.38
chc-lia-0156.smt2,32,519,54,,13,3,32,32,20,1053,99,1523,125,61,9961,134,1623,,93,960,11,,103,1894,6095,1859,64,15,12,37,18,,,2056.44,1089.39,unsat,426.35,8.01,2.72,4.49,0.78,2.06,391.58,254.88,12.08,2.47,0.00,0.00,1.73,425.51,160.66,264.69,6.58,9.15,125.51,16.57,0.00,16.57,5.22
chc-lia-0157.smt2,33,631,14,,8,3,32,32,16,1167,148,2036,94,48,13427,291,1986,,115,1155,39,,89,2270,7497,2201,96,9,38,98,16,34,2,2044.88,1134.89,unsat,555.54,8.56,2.49,4.62,0.97,2.14,511.82,321.98,2.74,4.85,0.00,0.00,2.18,554.67,162.69,391.83,8.25,11.81,180.14,27.85,0.00,27.85,8.82
chc-lia-0158.smt2,,,6,9,,,18,18,,59,,241,,69,956,4,225,,,,,,,40,434,207,,,,,,,,115.76,77.71,sat,3.41,0.48,0.05,0.26,0.04,0.14,2.31,1.46,0.18,0.03,0.00,0.00,0.03,3.32,0.68,2.58,0.09,0.18,1.30,0.00,,0.00,
chc-lia-0159.smt2,,,,17,,,27,27,,285,,1925,,149,4292,19,750,,,,,,,188,1144,730,,,,,,,,500.00,342.48,sat,110.81,2.24,0.35,1.34,0.17,0.52,103.46,91.24,,0.49,0.00,0.00,0.13,110.36,17.16,93.11,0.51,2.45,76.04,0.00,,0.00,
chc-lia-0160.smt2,,1,16,19,8,1,48,48,,156,5,2431,30,483,9016,258,1360,,148,461,3,,,893,4494,2371,4,122,3,,103,25,5,932.36,579.40,sat,206.19,4.56,0.61,2.34,0.42,1.44,185.49,146.67,0.89,1.30,0.00,0.00,0.44,204.83,41.61,163.00,2.30,7.35,90.19,5.26,0.00,5.26,2.35
chc-lia-0161.smt2,,,,13,,1,36,36,,85,33,958,,130,4588,3,600,,,,,,,92,1984,569,,,,,,,,393.72,252.96,sat,28.77,2.47,0.24,1.21,0.16,0.93,23.51,17.59,,0.21,0.00,0.00,0.09,28.55,8.77,19.64,0.34,0.99,11.18,0.37,0.00,0.37,
chc-lia-0162.smt2,,,26,19,1,1,33,33,,79,6,429,,50,1233,9,341,,,,,,,49,483,312,,,,,,,,173.36,111.36,sat,5.86,0.62,0.07,0.30,0.05,0.20,4.28,2.69,0.49,0.03,0.00,0.00,0.05,5.77,0.83,4.81,0.14,0.29,2.67,0.03,0.00,0.03,
chc-lia-0163.smt2,,816,,,8,1,35,34,,1326,,1924,,4,11354,9,2369,,121,284,,,,1298,4059,3091,,599,,,107,1248,,372.54,335.65,timeout,598.65,10.65,0.99,5.98,0.70,3.23,416.39,354.88,,5.05,0.00,0.00,0.55,453.88,159.17,294.58,4.24,9.14,127.61,44.63,0.00,44.63,3.51
chc-lia-0164.smt2,,,,25,4,1,61,61,,108,21,2923,12,231,11283,22,1562,,46,21,,,,292,5336,1793,,42,,,34,1,,869.68,568.01,sat,222.06,5.15,0.62,2.87,0.40,1.47,206.66,161.21,,0.83,0.00,0.00,0.33,221.50,62.76,158.49,1.36,4.56,103.12,0.80,0.00,0.80,1.13
chc-lia-0165.smt2,,,,18,3,1,30,30,,86,,278,4,60,1038,16,263,,10,47,,,,78,431,257,,7,,,2,1,,140.56,85.69,sat,3.87,0.42,0.06,0.20,0.04,0.15,2.69,2.06,,0.02,0.00,0.00,0.03,3.79,0.68,2.99,0.10,0.22,1.52,0.04,0.00,0.04,0.01
chc-lia-0166.smt2,,,,21,11,1,44,44,,173,6,1653,50,220,5892,53,944,,125,334,46,,,392,2480,1119,64,84,46,,29,15,,594.04,355.99,sat,81.50,2.90,0.42,1.44,0.26,0.98,71.39,57.18,,0.54,0.00,0.00,0.20,81.05,20.81,60.06,0.84,3.25,33.87,2.30,0.00,2.30,1.51
chc-lia-0167.smt2,,,,23,3,1,37,37,,95,9,568,8,74,1885,23,446,,9,72,,,,142,780,443,,3,,,4,,,220.60,140.10,sat,10.33,0.90,0.11,0.44,0.08,0.29,7.84,5.94,,0.06,0.00,0.00,0.07,10.20,1.76,8.31,0.21,0.58,4.57,0.17,0.00,0.17,0.02
chc-lia-0168.smt2,,162,419,,54,2,70,69,,452,257,3379,222,2,11719,191,2465,,352,513,102,,105,1207,4818,3808,116,477,95,21,28,369,,261.06,242.87,timeout,597.84,12.61,1.63,6.06,1.06,4.59,522.77,372.64,59.11,1.43,0.00,0.00,0.76,563.99,85.45,478.18,3.52,13.98,259.48,37.80,0.00,37.80,8.51
chc-lia-0170.smt2,,,,23,5,1,38,38,,208,5,1826,26,226,6219,110,915,,49,364,,,,399,3153,941,,26,,,10,2,1,710.84,464.05,sat,90.71,2.55,0.36,1.32,0.24,0.77,80.77,62.32,0.05,0.53,0.00,0.00,0.17,90.23,20.18,69.89,0.79,3.59,45.58,1.52,0.00,1.52,0.21
chc-lia-0171.smt2,,,,22,3,1,36,36,,56,,255,1,68,1131,13,271,,1,13,,,,56,601,243,,,,,,,,132.12,85.73,sat,3.99,0.44,0.05,0.21,0.04,0.14,2.76,1.91,,0.02,0.00,0.00,0.03,3.90,0.69,3.07,0.10,0.22,1.60,0.03,0.00,0.03,
chc-lia-0172.smt2,,,,25,,,32,32,,103,,1162,,162,4647,11,647,,,,,,,93,2364,617,,,,,,,,366.40,264.17,sat,29.19,1.71,0.25,0.88,0.14,0.55,24.51,18.38,,0.31,0.00,0.00,0.11,28.90,9.04,19.75,0.38,1.14,12.24,0.03,,0.03,
chc-lia-0173.smt2,,2,654,,17,4,71,70,50,784,54,4922,185,36,17054,313,1613,,475,450,66,,,1055,8247,2416,64,384,53,50,45,54,12,381.03,354.44,timeout,597.72,7.27,0.92,3.71,0.68,2.34,532.93,279.79,135.53,2.32,0.00,0.00,0.48,565.39,188.83,376.20,2.85,12.35,152.95,33.15,0.00,33.15,28.90
chc-lia-0175.smt2,,,,,8,3,48,47,4,875,35,5758,51,,16858,170,1860,,212,718,48,,,1061,6942,2566,66,158,48,4,89,78,,407.60,397.72,timeout,597.98,9.91,1.33,5.23,0.83,3.20,553.39,448.12,0.20,3.61,0.00,0.00,0.48,591.65,180.84,410.60,3.18,15.46,265.33,11.66,0.00,11.66,7.39
chc-lia-0177.smt2,,866,123,,325,,22,21,,662,,885,,403,2764,603,1130,,,,,,1019,572,1307,1196,69,,56,,,,,565.69,530.01,timeout,599.02,4.14,1.15,2.02,0.48,1.28,359.00,208.74,46.46,1.29,0.00,0.00,0.57,568.40,49.38,518.93,3.62,101.55,214.45,96.83,,96.83,6.01
chc-lia-0178.smt2,,,,14,3,,28,28,,78,,505,,83,1331,,449,,,,,,1,70,453,421,,,,,,,,198.64,132.47,sat,9.67,1.25,0.13,0.65,0.09,0.41,7.13,5.40,,0.05,0.00,0.00,0.06,9.54,1.22,8.23,0.21,0.44,4.64,0.02,,0.02,
chc-lia-0179.smt2,,,,25,1,1,28,28,,104,12,535,,63,1753,3,349,,,,,,,50,841,321,,,,,,,,215.80,139.59,sat,7.96,0.85,0.10,0.42,0.07,0.29,5.98,4.23,,0.05,0.00,0.00,0.04,7.81,1.61,6.10,0.15,0.34,3.52,0.05,0.00,0.05,
chc-lia-0180.smt2,12,,,,3,1,12,12,,86,11,19,,6,306,2,123,,5,35,3,,,120,176,130,23,,4,,,14,,163.32,84.62,unsat,3.97,0.21,0.05,0.09,0.02,0.07,3.05,2.11,,0.01,0.00,0.00,0.11,3.84,0.68,3.11,0.24,0.09,1.22,0.15,0.00,0.15,0.37
chc-lia-0181.smt2,,2,1,34,7,1,46,46,,144,96,1547,10,206,7709,66,792,,8,65,,,,250,4582,775,,6,,,2,2,,688.96,439.47,sat,46.89,2.73,0.27,1.50,0.20,0.83,39.01,26.47,0.04,0.35,0.00,0.00,0.13,46.50,12.71,33.61,0.56,1.97,18.70,1.78,0.00,1.78,0.04
chc-lia-0188.smt2,,11,88,,11,1,51,50,,995,128,5995,55,32,13531,85,2100,,150,164,,,242,1170,3514,3508,,113,,,114,25,1,390.46,369.05,timeout,598.00,8.15,1.03,4.47,0.69,2.37,500.55,407.41,20.20,3.56,0.00,0.00,0.68,543.59,113.90,429.48,4.36,18.83,254.94,9.07,0.00,9.07,5.73
chc-lia-0189.smt2,,,,21,1,1,31,31,,119,23,832,,154,3465,5,521,,,,,,,98,1486,493,,,,,,,,328.64,224.56,sat,21.43,2.35,0.21,1.25,0.13,0.81,16.58,12.36,,0.20,0.00,0.00,0.07,21.20,5.79,15.29,0.30,0.93,8.48,0.22,0.00,0.22,
chc-lia-0191.smt2,,,,6,2,1,9,9,,54,1,27,2,49,245,,103,,1,2,,,,68,115,92,,,,,,,,230.44,143.21,sat,5.90,0.50,0.20,0.33,0.04,0.09,4.73,2.64,,0.01,0.00,0.00,0.08,5.71,0.76,4.92,0.17,0.08,3.28,0.07,0.00,0.07,
chc-lia-0192.smt2,,,10,19,,,45,45,,87,,870,,116,4052,3,737,,,,,,,66,1996,699,,,,,,,,378.16,260.28,sat,31.95,2.30,0.26,1.28,0.18,0.66,26.65,19.88,0.28,0.20,0.00,0.00,0.12,31.71,7.44,24.10,0.43,1.15,14.74,0.00,,0.00,
chc-lia-0193.smt2,,,93,28,1,,38,38,,169,,1646,,164,6335,18,887,,,,,,,180,2994,882,29,,11,,,,,648.16,442.28,sat,72.48,4.50,0.39,2.33,0.31,1.57,62.66,41.43,7.39,0.52,0.00,0.00,0.16,72.13,19.17,52.81,0.70,2.35,34.06,0.01,,0.01,0.33
chc-lia-0194.smt2,,,,1,,,2,2,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,35.40,15.23,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.00,0.00,0.00,0.02,0.01,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0195.smt2,,,2,34,4,1,52,52,,217,5,1316,7,145,5066,40,915,,9,110,,,5,224,2279,904,,4,,,3,,,716.56,437.18,sat,70.02,2.87,0.34,1.61,0.23,0.81,60.45,49.32,0.14,0.47,0.00,0.00,0.15,69.51,15.87,53.40,0.66,3.40,35.80,0.45,0.00,0.45,0.02
chc-lia-0196.smt2,,,,1,,,3,3,,5,,2,,4,10,,10,,,,,,,4,5,6,,,,,,,,39.28,16.51,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.01,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0200.smt2,,,,8,6,1,12,12,,129,3,146,,245,1263,3,382,,3,26,,,,315,620,367,,1,,,,32,,425.16,275.93,sat,32.28,0.85,0.23,0.43,0.09,0.22,28.40,21.78,,0.15,0.00,0.00,0.28,31.81,4.93,26.83,0.85,0.91,18.56,0.52,0.00,0.52,
chc-lia-0201.smt2,,1,286,29,1,1,50,50,,230,,2888,,270,13029,14,1656,,,,,,,228,6731,1615,,4,,,,9,2,1063.04,677.17,sat,210.08,8.33,0.79,4.84,0.48,2.46,189.13,121.55,21.50,1.09,0.00,0.00,0.32,209.26,59.10,149.95,1.60,6.20,100.01,0.51,0.00,0.51,
chc-lia-0203.smt2,,,,6,10,2,12,12,,101,19,115,24,125,975,8,254,,42,25,35,,,208,438,237,38,14,35,7,,6,,545.60,335.08,sat,33.17,2.21,0.71,1.32,0.15,0.58,28.32,19.81,,0.12,0.00,0.00,0.41,32.74,6.35,26.34,0.68,0.50,14.81,1.53,0.00,1.53,1.24
chc-lia-0204.smt2,,,,6,10,2,12,12,,101,19,115,24,125,975,8,254,,42,25,35,,,208,438,237,38,14,35,7,,6,,545.60,335.08,sat,33.21,2.21,0.71,1.32,0.15,0.59,28.37,19.82,,0.12,0.00,0.00,0.40,32.78,6.34,26.39,0.68,0.51,14.88,1.54,0.00,1.54,1.25
chc-lia-0205.smt2,,,,5,3,1,8,8,,140,2,119,3,111,783,24,220,,3,16,,,,178,390,209,,,,,,,,561.96,344.39,sat,30.10,1.50,0.59,0.99,0.12,0.28,26.42,17.83,0.01,0.11,0.00,0.00,0.25,29.51,5.24,24.24,0.56,0.43,17.67,0.26,0.00,0.26,
chc-lia-0206.smt2,,,,5,3,1,8,8,,140,2,119,3,111,783,24,220,,3,16,,,,178,390,209,,,,,,,,561.96,344.39,sat,31.51,1.53,0.61,1.01,0.12,0.28,27.72,18.73,0.01,0.11,0.00,0.00,0.25,30.88,5.39,25.46,0.57,0.44,18.66,0.26,0.00,0.26,
chc-lia-0207.smt2,,,,4,5,2,10,10,,130,3,218,10,148,1086,33,267,,11,27,9,,,199,540,256,2,2,2,2,,2,,746.36,476.93,sat,41.60,2.25,0.85,1.45,0.19,0.45,36.52,23.21,,0.17,0.00,0.00,0.34,41.05,7.11,33.91,0.76,0.64,23.16,0.84,0.00,0.84,0.26
chc-lia-0208.smt2,,4,3,7,8,2,13,13,,156,7,77,16,211,1318,10,342,,49,103,38,,,283,680,330,44,22,38,16,,8,,954.16,587.31,sat,76.33,5.10,1.64,3.19,0.28,1.31,66.59,44.43,0.71,0.22,0.00,0.00,0.57,75.54,14.05,61.43,1.09,1.10,37.48,2.52,0.00,2.52,2.22
chc-lia-0209.smt2,,,,4,2,1,7,7,,62,3,23,2,66,283,,121,,2,8,,,,99,145,111,,1,,,,5,,233.12,145.15,sat,6.73,0.38,0.12,0.22,0.03,0.09,5.57,3.64,,0.02,0.00,0.00,0.11,6.52,0.93,5.57,0.25,0.10,3.74,0.10,0.00,0.10,
chc-lia-0210.smt2,,,2,4,,1,9,9,,137,3,197,,165,1129,3,275,,,,,,,200,541,265,,,,,,8,,739.20,485.24,sat,43.55,2.32,0.99,1.62,0.16,0.39,38.29,25.64,0.00,0.15,0.00,0.00,0.44,42.86,8.68,34.15,0.86,0.64,24.69,0.52,0.00,0.52,
