index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0304.smt2,,88,465,,90,2,66,65,,1088,649,2151,24,254,28294,575,2520,,484,645,,,1,2094,18206,3795,,288,,129,15,13296,222,3397.78,3287.50,timeout,598.24,7.29,1.33,3.63,0.88,1.95,508.19,280.08,33.80,2.02,0.07,0.03,3.09,557.03,127.41,429.25,7.35,13.22,113.15,112.03,0.00,112.03,5.91
chc-lia-lin-0305.smt2,19,,,,35,2,19,19,,230,73,354,5,85,1268,53,397,,8,65,,,,203,513,406,19,4,1,9,2,1850,17,879.40,319.46,unsat,12.83,0.42,0.06,0.14,0.03,0.21,10.50,8.19,0.11,0.02,0.07,0.03,0.13,12.36,1.13,11.14,0.38,0.28,2.44,4.91,0.00,4.91,0.15
chc-lia-lin-0306.smt2,,710,602,,221,4,49,48,42,1352,696,4364,115,401,21295,539,2965,,479,457,20,,,2833,9904,4164,26,406,20,47,45,12263,203,3382.40,3381.30,timeout,598.08,8.14,1.34,3.83,0.96,2.44,429.14,221.35,50.72,2.32,0.07,0.03,1.57,489.50,87.78,401.45,6.37,19.50,90.44,122.11,0.01,122.11,9.09
chc-lia-lin-0307.smt2,7,,,,,,7,7,,71,,47,,4,225,4,103,,,,,,,50,67,102,7,,1,,,,,513.20,176.67,unsat,1.21,0.04,0.00,0.01,0.00,0.02,0.67,0.37,0.01,0.00,0.07,0.03,0.03,0.88,0.18,0.67,0.07,0.00,0.04,0.00,,0.00,0.03
chc-lia-lin-0308.smt2,,26,785,,91,3,41,40,13,1311,791,4863,94,262,22442,238,3074,,724,490,10,,1,2516,10867,4558,18,424,10,139,73,17608,137,3660.22,3620.52,timeout,597.73,9.10,1.49,4.32,1.12,2.63,460.82,228.17,60.34,2.12,0.07,0.03,1.67,521.56,86.37,434.97,6.99,19.43,108.18,115.89,0.00,115.89,10.29
chc-lia-lin-0309.smt2,14,,5,,3,,14,14,,194,8,371,,78,1686,7,288,,,,,,,158,882,287,14,,1,,,,,1169.96,436.29,unsat,4.81,0.19,0.02,0.05,0.01,0.10,3.50,1.92,0.10,0.01,0.09,0.03,0.09,4.33,1.30,2.98,0.26,0.05,0.73,0.01,,0.01,0.17
chc-lia-lin-0310.smt2,42,715,1714,,292,2,42,42,,1418,766,6362,82,251,24919,265,3146,,568,122,,,,2991,11505,3894,252,297,184,111,12,11060,252,16203.92,5664.44,unsat,523.34,7.18,1.02,3.29,0.80,2.18,462.30,137.84,156.23,1.99,0.07,0.03,1.88,520.49,103.32,416.95,6.20,18.71,97.18,107.57,0.00,107.57,16.71
chc-lia-lin-0311.smt2,2,,,,,,2,2,,6,,,,,3,,8,,,,,,,6,,7,2,,1,,,,,268.00,100.29,unsat,0.32,0.00,0.00,0.00,0.00,0.00,0.04,0.01,,,0.09,0.04,0.00,0.05,0.00,0.05,0.00,0.00,,,,,0.00
chc-lia-lin-0312.smt2,64,,,,,,64,64,,1504,,9327,,287,37890,42,3274,,,,,,,1891,23069,3287,64,,1,,,,,22133.12,6799.23,unsat,85.12,3.61,0.59,1.84,0.45,0.68,70.06,30.08,,0.54,0.14,0.04,0.92,83.01,36.26,46.49,2.77,1.37,17.77,0.06,,0.06,0.75
chc-lia-lin-0313.smt2,30,70,342,,66,1,30,30,,451,241,1646,3,28,8382,14,908,,62,30,22,,,704,3777,1004,124,52,109,,,5751,30,6120.32,2130.55,unsat,75.63,1.43,0.17,0.56,0.12,0.58,66.56,19.39,32.40,0.22,0.09,0.04,0.49,74.41,16.02,58.23,1.22,1.49,10.31,28.27,0.00,28.27,1.25
chc-lia-lin-0314.smt2,,,,,30,1,95,94,,3991,32,35187,,525,112661,751,8759,,,,,,,5511,60042,8691,,,,,,284,,15369.55,15245.85,timeout,596.42,24.61,3.51,14.19,3.63,2.63,438.53,213.72,,3.61,0.16,0.04,2.87,510.82,168.17,342.20,10.49,13.38,161.20,6.81,0.00,6.81,
chc-lia-lin-0315.smt2,76,,,,13,1,76,76,,1869,,11260,,518,44781,25,3982,,,,,,,2318,26364,4004,76,,1,,,60,,27342.32,8143.98,unsat,88.26,4.40,0.69,2.27,0.55,0.78,69.97,28.69,,0.50,0.17,0.05,1.13,86.11,36.29,49.49,3.46,2.31,16.72,0.21,0.00,0.21,0.45
chc-lia-lin-0316.smt2,,,,66,,,66,66,,527,,2085,,311,14015,336,2362,,,,,,,345,11407,2298,,,,,,,,25912.44,8099.29,sat,150.59,3.46,0.37,1.24,0.31,1.50,111.62,13.15,,0.03,0.21,0.12,0.46,119.26,54.95,64.09,1.39,0.08,10.28,0.00,,0.00,
chc-lia-lin-0317.smt2,,,,,,,11,10,,139,,176,,,1023,19,214,,,,,,,133,524,203,,,,,,,,722.47,716.71,timeout,599.66,6.88,0.66,2.32,0.39,3.68,115.18,14.03,,0.02,0.21,0.12,0.06,122.97,15.44,107.49,0.22,0.06,12.46,0.00,,0.00,
chc-lia-lin-0318.smt2,,,,,,,20,19,,407,,734,,,2864,157,679,,,,,,,346,1439,659,,,,,,,,1487.31,1481.63,timeout,599.74,18.52,1.74,6.28,1.04,9.93,405.16,48.67,,0.06,0.21,0.12,0.18,427.10,29.80,397.24,0.68,0.31,40.82,0.00,,0.00,
chc-lia-lin-0319.smt2,,,,,,,51,50,,161,,1373,,,5711,,1428,,,,,,,112,3638,1378,,,,,,,,3678.85,3678.85,timeout,599.85,1.84,0.16,0.58,0.12,0.93,6.29,2.00,,0.01,0.21,0.12,0.26,10.04,3.62,6.25,0.78,0.03,0.02,0.00,,0.00,
chc-lia-lin-0320.smt2,,,,,12,1,19,18,,298,26,702,,33,3748,51,569,,,,,,,264,1684,550,,,,,,18,3,,,,,0.20,0.02,0.06,0.02,0.08,3.90,2.21,,0.02,0.21,0.08,0.14,5.15,2.13,2.95,0.42,0.10,0.49,0.07,0.00,0.07,
chc-lia-lin-0321.smt2,,,,,2,,16,15,,184,2,488,,18,2442,55,428,,,,,,,188,1079,412,,,,,,,,,,,,0.11,0.01,0.03,0.01,0.05,2.40,1.14,,0.01,0.22,0.08,0.11,3.23,1.41,1.77,0.32,0.02,0.02,0.00,,0.00,
chc-lia-lin-0322.smt2,,,,,69,1,107,106,,4971,39,52294,,741,145738,158,10364,,13,15,,,,6700,75990,10472,,,,,13,204,,23588.50,23458.91,timeout,596.77,31.14,3.86,18.12,4.62,2.84,433.22,204.36,,3.46,0.26,0.08,4.37,543.35,174.63,368.20,14.67,29.18,154.16,13.18,0.00,13.18,0.14
chc-lia-lin-0323.smt2,,,,,,1,102,101,,4253,7,48034,,541,164664,238,8551,,,,,,,5324,98557,8480,,,,,,39,,29128.65,29094.18,timeout,597.85,26.22,3.37,15.12,4.05,2.10,503.58,206.09,,3.01,0.29,0.09,3.35,576.72,273.82,302.41,11.26,11.87,131.45,2.96,0.00,2.96,
chc-lia-lin-0324.smt2,,,9,,60,1,188,187,,2756,145,64175,,617,281790,144,7836,,78,167,,,,3827,214004,8625,,,,,58,469,,36422.66,36418.19,timeout,598.54,9.96,0.67,5.00,1.98,0.79,506.69,31.99,0.02,0.33,0.45,0.15,2.68,588.46,472.89,114.52,9.08,22.81,13.44,14.99,0.00,14.99,0.21
chc-lia-lin-0325.smt2,,,,,,,116,115,,4842,,42723,,798,139921,118,10998,,,,,,,6571,79888,10924,,,,,,,,33490.76,33368.39,timeout,596.01,38.88,4.49,23.29,5.34,3.02,462.26,221.35,,2.45,0.33,0.10,4.49,547.21,171.67,374.96,16.21,5.17,182.74,0.03,,0.03,
