index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0236.smt2,,,,,1,34,33,,1,,,751,4,3352,,,13543,18,1841,,,,,,,315,5652,1814,,,,,,1,2,,,370.60,timeout,597.67,15.38,1.30,9.32,0.70,4.33,536.67,428.62,,3.27,0.00,0.00,0.38,575.15,191.83,,383.19,2.36,13.87,273.04,0.36,0.00,0.36,0.08
chc-lia-0237.smt2,27,,,6,1,13,13,,31,27,4,32,,43,,2,139,2,81,,4,10,4,,,56,52,78,44,13,30,,,,,,102.80,43.78,unsat,1.30,0.11,0.01,0.04,0.01,0.05,0.60,0.38,,0.00,0.01,0.01,0.09,1.09,0.12,,0.91,0.11,0.04,0.07,0.05,0.00,0.05,0.16
chc-lia-0238.smt2,,,,,,1,1,,,,,7,,,,5,11,,8,,,,,,,7,9,6,,,,,,,,,53.20,25.30,sat,0.13,0.00,0.00,0.00,0.00,0.00,0.05,0.02,,,0.01,0.00,0.00,0.06,0.02,,0.04,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0240.smt2,,,,1,,39,39,,2,,,140,,2535,,369,13863,52,1433,,,,,,,204,7745,1404,,,,,,2,,,1278.96,867.83,sat,362.56,11.24,0.78,7.03,0.50,2.97,338.52,257.34,,1.52,0.00,0.00,0.26,361.49,142.76,,218.59,1.44,6.05,154.30,0.01,,0.01,0.14
chc-lia-0241.smt2,,,,,,35,34,,,,,756,3,3522,,,12667,28,1837,,,,,,,310,4958,1806,,,,,,,,,,367.85,timeout,597.85,14.44,1.25,8.60,0.70,4.20,485.67,390.72,,2.87,0.00,0.00,0.38,522.20,168.94,,353.13,2.29,13.47,251.60,0.19,,0.19,
chc-lia-0242.smt2,,,,,,33,32,,1,,,759,,2973,,,12517,20,1888,,,,,,,291,5402,1863,,,,,,1,,,,346.32,timeout,597.88,18.00,1.22,11.03,0.84,4.95,494.19,407.46,,2.53,0.00,0.00,0.34,532.25,151.80,,380.33,2.25,11.85,277.44,0.15,,0.15,0.04
chc-lia-0243.smt2,,,,3,1,4,4,,2,,3,11,3,5,,9,23,,26,,1,2,,,,18,6,19,,,,,,,54,,99.32,43.07,sat,0.44,0.03,0.00,0.01,0.00,0.02,0.24,0.17,,0.00,0.01,0.01,0.01,0.33,0.03,,0.28,0.02,0.00,0.04,0.08,0.00,0.08,
chc-lia-0244.smt2,70,28,,10,1,15,15,,55,36,11,97,,133,11,13,461,2,225,,9,21,10,,,159,167,226,55,41,42,,,4,86,,233.92,99.32,unsat,4.43,0.34,0.05,0.12,0.03,0.16,2.64,1.52,0.25,0.01,0.02,0.01,0.29,4.15,0.46,,3.62,0.51,0.14,0.44,0.41,0.00,0.41,0.37
chc-lia-0245.smt2,,,,,,63,63,,,,,273,,4538,,423,18263,39,1602,,,,,,,284,8966,1546,,,,,,,,,1409.32,950.26,sat,564.18,19.76,1.53,11.68,0.68,6.16,525.36,395.81,,3.07,0.00,0.00,0.29,562.73,202.22,,360.27,2.02,8.81,255.24,0.05,,0.05,
chc-lia-0246.smt2,,10,,,,4,4,,,,,12,,1,,3,27,,19,,,,,,,13,10,19,4,,3,,,,,,98.88,40.56,unsat,0.86,0.05,0.00,0.02,0.00,0.03,0.50,0.03,0.34,0.00,0.01,0.01,0.05,0.69,0.13,,0.54,0.09,0.00,0.18,0.00,,0.00,0.02
chc-lia-0247.smt2,,,,4,1,38,38,,6,,,137,,1174,,156,4632,5,706,,,,,,,114,2002,700,,,,,,6,,,531.56,309.87,sat,68.78,9.52,0.59,6.37,0.30,2.28,55.33,41.55,,0.33,0.00,0.00,0.12,68.42,18.07,,50.21,0.67,1.39,28.76,0.08,0.00,0.08,0.10
chc-lia-0248.smt2,,,,,,4,4,,,,,14,,2,,8,30,,21,,,,,,,8,12,16,,,,,,,,,118.20,49.85,sat,0.29,0.01,0.00,0.00,0.00,0.01,0.13,0.06,0.01,0.00,0.02,0.01,0.01,0.18,0.03,,0.13,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0249.smt2,,,,,,,36,,,,,736,,3580,,,14086,35,2041,,,,,,,392,6082,2010,,,,,,,,,,336.03,timeout,595.88,27.70,1.55,17.99,1.07,7.08,517.59,401.65,,2.73,0.01,0.00,0.36,565.31,182.51,,382.66,2.79,10.94,261.18,0.00,,0.00,
chc-lia-0251.smt2,,,,,,3,3,,,,,5,,1,,4,9,,10,,,,,,,4,3,6,,,,,,,,,90.68,43.35,sat,0.23,0.01,0.00,0.00,0.00,0.00,0.07,0.03,,0.00,0.01,0.01,0.00,0.10,0.02,,0.06,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0252.smt2,,,,1,,5,5,,2,,5,20,,10,,10,71,,31,,,,,,,18,36,23,,,,,,,,,146.92,72.16,sat,0.48,0.02,0.00,0.00,0.00,0.01,0.19,0.07,,0.00,0.02,0.01,0.01,0.26,0.09,,0.16,0.02,0.00,0.00,0.00,,0.00,
chc-lia-0254.smt2,,48,,6,1,7,7,,14,,14,35,14,8,,17,197,,55,,,,,,,47,126,54,7,,6,,,,321,1,269.00,111.86,unsat,4.62,0.17,0.02,0.07,0.01,0.07,3.67,0.07,3.01,0.00,0.03,0.02,0.09,4.20,0.71,,3.46,0.18,0.02,0.38,1.82,0.00,1.82,0.07
chc-lia-0255.smt2,,,,,,34,33,,2,,,902,,5416,,1,19628,28,1395,,,,,,,362,8422,1369,,,,,,2,,,,419.20,timeout,598.30,32.84,1.97,20.18,0.91,9.93,529.31,398.33,,4.56,0.01,0.00,0.25,582.08,265.46,,316.49,2.50,9.12,219.25,0.06,,0.06,0.09
chc-lia-0256.smt2,,,2,,,4,4,,,,,22,,1,,17,40,,33,,,,,,,20,22,29,,,,,,,,,243.80,108.82,sat,1.45,0.15,0.01,0.06,0.01,0.07,0.76,0.30,0.18,0.00,0.04,0.03,0.02,1.00,0.20,,0.78,0.05,0.00,0.17,0.00,,0.00,
chc-lia-0258.smt2,,,3,,,5,5,,,,,15,,3,,10,58,,25,,,,,,,12,32,19,,,,,,,,,242.84,109.04,sat,1.26,0.04,0.00,0.01,0.00,0.02,0.66,0.02,0.36,0.00,0.04,0.03,0.01,0.77,0.35,,0.41,0.04,0.00,0.00,0.00,,0.00,
chc-lia-0259.smt2,,,,,,4,4,,,,,17,,8,,14,35,,31,,,,,,,17,9,26,,,,,,,,,312.52,127.71,sat,1.45,0.12,0.01,0.03,0.00,0.08,0.80,0.60,,0.00,0.07,0.05,0.01,0.97,0.21,,0.75,0.02,0.00,0.28,0.00,,0.00,
chc-lia-0260.smt2,,,4,2,,5,5,,6,,8,50,2,22,,26,194,,71,,,,,,,51,115,59,,,,,,,,,352.52,141.64,sat,1.90,0.08,0.01,0.03,0.00,0.03,1.20,0.12,0.56,0.00,0.05,0.03,0.02,1.40,0.30,,1.08,0.04,0.01,0.01,0.01,,0.01,
chc-lia-0261.smt2,,,4,2,,5,5,,6,,8,52,5,19,,29,203,,76,,,,,,,57,126,64,,,,,,,,,353.80,142.54,sat,1.93,0.08,0.01,0.03,0.01,0.04,1.19,0.15,0.49,0.00,0.05,0.03,0.02,1.40,0.33,,1.06,0.04,0.02,0.02,0.01,,0.01,
chc-lia-0262.smt2,,,,2,,6,6,,3,,10,26,,19,,14,98,,43,,,,,,,22,45,34,,,,,,,,,265.64,107.68,sat,0.95,0.04,0.00,0.01,0.00,0.03,0.52,0.24,0.11,0.00,0.05,0.04,0.01,0.64,0.19,,0.43,0.03,0.00,0.00,0.00,,0.00,
chc-lia-0263.smt2,,,,4,,126,125,,4,,6,284,15248,8352,,2,22097,,15672,,,,,,,286,2900,15542,,,,,,,,,,839.25,timeout,593.24,20.67,3.91,10.05,1.33,6.25,457.21,39.80,96.38,0.95,0.07,0.05,3.16,581.52,61.45,,519.52,11.32,35.08,53.14,41.55,,41.55,
chc-lia-0265.smt2,,,13,17,1,14,14,,25,,23,394,,319,,195,4018,5,607,,,,,,,459,2337,583,,,,,,,80,,3560.72,1079.00,sat,11.93,0.59,0.06,0.18,0.05,0.30,7.41,0.91,3.17,0.01,0.15,0.07,0.22,9.16,3.19,,5.89,0.43,0.11,0.55,0.10,0.00,0.10,0.07
chc-lia-0267.smt2,,,,,,6,6,,,,,12,,19,,7,38,,29,,,,,,,7,9,22,,,,,,,,,372.84,160.57,sat,1.13,0.03,0.00,0.01,0.00,0.02,0.34,0.15,,0.00,0.07,0.05,0.01,0.42,0.06,,0.35,0.02,0.00,0.00,0.00,,0.00,
chc-lia-0268.smt2,23,23,,9,1,11,11,,23,15,8,28,7,37,,,334,,73,,,,,,,53,146,71,25,3,17,,,,8,,691.16,261.67,unsat,5.16,0.25,0.02,0.10,0.01,0.12,3.68,0.61,2.24,0.00,0.08,0.07,0.04,4.24,1.43,,2.76,0.06,0.04,0.54,0.45,0.00,0.45,0.15
chc-lia-0269.smt2,,,16,20,1,21,21,,93,,132,82,24,297,,98,1388,24,375,,16,112,,,,321,761,364,,51,,,,17,866,8,1180.64,591.65,sat,17.73,1.16,0.17,0.42,0.08,0.57,13.34,8.90,,0.03,0.05,0.04,0.18,16.36,2.56,,13.71,0.40,0.35,2.44,3.95,0.00,3.95,0.19
chc-lia-0270.smt2,,,,,,4,4,,,,,5,,4,,,11,,11,,,,,,,5,1,10,4,,1,,,,,,396.24,165.33,unsat,1.66,0.00,0.00,0.00,0.00,0.00,0.49,0.29,,0.00,0.07,0.05,0.02,0.56,0.12,,0.43,0.02,0.00,0.09,0.00,,0.00,0.01
chc-lia-0271.smt2,,3905,,87,2,118,117,,1192,,517,253,,2426,18,1,11657,32,5138,,104,172,,,,1640,4341,16221,,4832,,13,,33,6462,,,449.29,timeout,592.16,7.88,1.04,2.39,0.67,3.89,481.73,216.14,75.43,0.82,0.10,0.07,9.39,584.62,55.05,,528.90,25.42,8.26,3.05,146.54,0.01,146.54,6.94
chc-lia-0272.smt2,16,15,,1,,10,10,,10,10,,28,,35,,6,265,,73,,,,,,,58,122,72,10,,3,,,,,,466.96,198.25,unsat,2.86,0.03,0.00,0.01,0.00,0.01,1.65,0.88,0.26,0.00,0.05,0.04,0.08,2.02,0.95,,1.03,0.18,0.02,0.05,0.03,,0.03,0.06
chc-lia-0273.smt2,,630,,12,3,10,10,1,48,,47,724,45,188,35,26,1737,4,897,,47,4,,,,861,614,889,10,6,4,3,,,3482,4,3365.00,1230.06,unsat,484.63,20.72,2.00,9.48,0.69,9.26,438.62,27.84,357.75,0.02,0.13,0.10,6.13,478.32,27.30,,450.98,14.45,1.76,129.96,203.92,0.00,203.92,3.10
chc-lia-0274.smt2,,,2,,,4,4,,,,,14,,3,,8,30,,21,,,,,,,8,12,16,,,,,,,,,633.88,294.23,sat,3.20,0.14,0.01,0.04,0.00,0.09,1.52,0.36,0.66,0.00,0.12,0.10,0.01,1.71,0.40,,1.29,0.02,0.00,0.00,0.00,,0.00,
chc-lia-0275.smt2,,,,18,1,7,6,,43,,38,225,,72,,47,1085,,306,,,,,,,257,608,290,,,,,,,161,,,,,,0.44,0.05,0.15,0.03,0.21,10.60,3.23,4.35,0.00,0.17,0.12,0.21,11.90,2.27,,9.61,0.42,0.12,0.37,0.42,0.00,0.42,0.51
chc-lia-0276.smt2,,51,,1,,4,4,,2,,2,95,2,15,,,138,,115,,,,,,,107,45,115,4,,1,,,,,,1320.92,472.18,unsat,15.02,0.24,0.02,0.05,0.01,0.16,11.84,3.85,6.26,0.00,0.13,0.10,0.26,12.89,2.34,,10.53,0.66,0.02,2.27,0.01,,0.01,0.11
chc-lia-0277.smt2,,,1,,,3,3,,,,,30,,1,,17,33,,37,,,,,,,27,14,33,,,,,,,,,998.88,405.80,sat,9.19,0.32,0.01,0.09,0.01,0.21,6.20,0.02,5.05,0.00,0.13,0.11,0.02,6.59,2.21,,4.36,0.03,0.00,0.98,0.00,,0.00,
chc-lia-0278.smt2,,276,,17,2,57,56,,351,,161,370,2,2390,537,104,5723,220,2788,,72,1551,,,,1999,2240,4457,,1387,,30,,150,31536,24,,941.05,timeout,598.41,3.53,0.64,1.62,0.50,0.83,400.31,349.49,15.49,0.16,0.20,0.12,3.18,432.26,11.13,,420.79,6.84,6.17,21.73,311.62,0.01,311.62,0.79
chc-lia-0279.smt2,,1981,,49,2,43,42,,844,,547,511,33,2174,142,74,7323,41,2552,,125,107,,,,1437,2471,2672,,1511,,88,,61,18766,11,,870.85,timeout,597.31,25.40,2.62,9.05,1.22,13.67,534.48,108.15,360.53,0.24,0.18,0.15,2.55,590.55,46.58,,543.74,4.84,7.25,9.22,366.10,0.00,366.10,18.13
chc-lia-0280.smt2,,141,,2,1,7,7,,9,,8,115,9,31,3,3,386,,148,,7,,,,,153,159,148,7,,6,,,,156,,1764.64,616.69,unsat,50.70,1.06,0.08,0.39,0.04,0.56,37.74,1.83,30.48,0.00,0.18,0.14,0.74,40.91,6.52,,34.36,1.64,0.08,10.13,7.68,0.00,7.68,0.75
chc-lia-0281.smt2,2136,477,,69,2,55,55,,1013,1,414,2908,31,5079,85,86,22414,153,4848,,87,804,1,,,8661,11934,7895,55,173,4,1,,642,3065,21,9420.44,3479.78,unsat,478.54,14.13,1.81,5.99,1.38,5.06,364.64,159.69,99.58,0.57,0.18,0.13,21.60,471.01,52.99,,417.70,33.96,27.74,97.87,67.90,0.00,67.90,14.88
chc-lia-0282.smt2,,,6,,,8,8,,,,,67,,33,,50,508,,95,,,,,,,58,310,86,,,,,,,,,1320.32,519.55,sat,10.03,0.50,0.02,0.10,0.01,0.37,7.15,1.98,3.72,0.00,0.17,0.14,0.07,7.91,2.60,,5.28,0.16,0.00,0.48,0.00,,0.00,
chc-lia-0283.smt2,,,3,1,1,5,5,,1,,1,10,1,4,,9,41,,20,,,,,,,15,19,15,,,,,,,95,,1121.28,545.15,sat,19.67,0.76,0.03,0.25,0.01,0.47,13.27,0.09,10.50,0.00,0.17,0.16,0.02,14.14,2.49,,11.62,0.05,0.00,3.74,4.73,0.00,4.73,
chc-lia-0284.smt2,101,551,,76,1,13,13,,178,,154,848,102,1182,9,6,8520,4,1260,,13,5,,,,1254,4055,1479,13,64,2,,,42,2936,1,17015.88,4890.41,unsat,212.20,4.94,0.46,1.61,0.26,2.71,194.46,15.12,137.67,0.13,0.29,0.15,1.84,209.27,31.63,,177.56,4.00,1.91,28.80,72.95,0.00,72.95,1.36
chc-lia-0285.smt2,,,4,,,6,6,,,,,44,,33,,26,213,,59,,,,,,,42,106,52,,,,,,,,,1476.44,559.07,sat,7.63,0.22,0.01,0.06,0.01,0.15,5.34,3.99,0.13,0.00,0.25,0.20,0.06,5.77,1.70,,4.04,0.13,0.00,0.25,0.00,,0.00,
chc-lia-0286.smt2,,,5,1,,6,6,,1,,2,143,,65,,86,544,,193,,,,,,,176,340,185,,,,,,,,,2122.28,816.33,sat,14.45,0.70,0.06,0.27,0.03,0.34,10.32,1.77,5.67,0.00,0.24,0.20,0.18,11.60,2.70,,8.88,0.40,0.02,0.36,0.00,,0.00,
chc-lia-0287.smt2,,684,,94,1,21,20,,498,,198,449,2,509,52,,3075,,1139,,139,42,,,,1084,909,1786,,358,,,,99,5437,3,,728.04,timeout,599.28,1.68,0.41,0.79,0.20,0.48,465.63,419.25,39.54,0.06,0.30,0.20,1.01,476.41,203.33,,272.95,2.22,2.32,113.46,37.17,0.00,37.17,104.09
chc-lia-0288.smt2,,432,,35,2,16,15,,76,,74,470,225,1194,16,19,8234,6,836,,73,40,,,,858,5428,873,,25,,1,,2,3981,9,,,,,2.94,0.37,1.34,0.19,1.13,254.14,21.81,197.91,0.06,0.32,0.23,0.45,263.68,36.97,,226.62,1.03,1.82,28.17,144.46,0.00,144.46,2.89
chc-lia-0290.smt2,136,638,,64,2,17,17,,92,,88,709,345,1679,31,27,9944,8,1151,,145,55,,,,1004,6108,1301,17,109,4,23,,7,3387,36,8040.04,2655.45,unsat,280.17,3.81,0.40,1.50,0.24,1.68,262.27,32.64,179.06,0.10,0.32,0.23,0.73,276.41,45.31,,230.99,1.67,3.11,32.72,109.26,0.00,109.26,4.64
chc-lia-0291.smt2,,,,7,1,7,6,,9,,2,310,,133,,5,1750,4,449,,,,,,,415,854,441,,,,,,,34,4,,2545.07,timeout,599.72,0.26,0.02,0.09,0.03,0.10,16.24,2.89,7.23,0.00,0.37,0.21,0.29,17.53,3.23,,14.26,0.55,0.05,0.41,0.05,0.00,0.05,0.21
chc-lia-0292.smt2,,,6,1,,8,8,,4,,10,83,,118,,44,605,1,117,,,,,,,85,307,104,,,,,,,,,1808.56,641.31,sat,4.74,0.13,0.01,0.03,0.01,0.08,2.65,0.55,1.05,0.00,0.21,0.15,0.05,3.03,0.88,,2.12,0.11,0.01,0.04,0.01,,0.01,
chc-lia-0294.smt2,,,2,,,3,3,,,,,46,,1,,35,120,,55,,,,,,,44,100,51,,,,,,,,,1976.52,773.32,sat,16.68,0.41,0.01,0.07,0.01,0.32,11.25,0.00,8.84,0.00,0.26,0.22,0.05,11.82,2.59,,9.22,0.11,0.00,1.18,0.00,,0.00,
chc-lia-0295.smt2,,102,,,,5,5,,,,,127,,12,,,339,,142,,,,,,,136,163,142,5,,3,,,,,,3481.32,1173.09,unsat,41.28,0.73,0.05,0.17,0.02,0.51,32.71,0.89,26.02,0.00,0.31,0.24,0.84,36.38,7.57,,28.79,2.63,0.03,5.66,0.00,,0.00,0.24
chc-lia-0296.smt2,,,3,,,7,7,,,,,164,,93,,82,587,,193,,,,,,,135,297,185,,,,,,,,,5261.60,1647.24,sat,17.88,0.23,0.01,0.06,0.01,0.13,14.63,0.56,9.83,0.00,0.40,0.30,0.16,15.36,1.84,,13.49,0.31,0.01,0.00,0.00,,0.00,
chc-lia-0297.smt2,,,,,,6,6,,,,,19,,20,,13,66,,38,,,,,,,19,26,31,,,,,,,,,972.52,399.37,sat,4.79,0.21,0.01,0.09,0.01,0.10,1.86,1.12,0.19,0.00,0.23,0.12,0.02,2.17,0.47,,1.67,0.05,0.00,0.37,0.00,,0.00,
chc-lia-0298.smt2,,,,,,4,4,,,,,61,,2,,47,194,,68,,,,,,,54,144,63,,,,,,,,,1887.60,774.91,sat,13.21,0.21,0.02,0.09,0.01,0.09,9.08,5.48,0.12,0.00,0.27,0.22,0.08,9.55,1.92,,7.62,0.19,0.00,0.00,0.00,,0.00,
chc-lia-0299.smt2,,1,,,,2,2,,,,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,,860.48,386.47,unsat,3.37,0.00,0.00,0.00,0.00,0.00,1.21,0.84,0.08,,0.32,0.25,0.02,1.25,0.38,,0.86,0.01,0.00,,,,,0.03
chc-lia-0302.smt2,,1,,,,2,2,,,,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,,634.08,299.14,unsat,2.24,0.00,0.00,0.00,0.00,0.00,0.84,0.75,0.04,,0.25,0.17,0.00,0.85,0.03,,0.82,0.00,0.00,,,,,0.00
chc-lia-0303.smt2,,,2,,,4,4,,,,,30,,11,,21,77,,43,,,,,,,31,36,38,,,,,,,,,1936.92,804.27,sat,11.90,0.45,0.03,0.10,0.01,0.32,7.79,0.19,5.16,0.00,0.39,0.28,0.08,8.46,1.64,,6.81,0.17,0.00,1.89,0.00,,0.00,
chc-lia-0304.smt2,,43,,,,3,3,,,,,39,,1,,,22,,45,,,,,,,44,,45,3,,2,,,,,,2134.20,855.97,unsat,44.15,1.00,0.04,0.17,0.02,0.79,34.05,2.05,26.74,0.00,0.41,0.36,0.74,36.68,2.63,,34.04,1.33,0.01,24.36,0.00,,0.00,0.20
chc-lia-0305.smt2,34,270,,19,1,11,11,,72,,128,329,8,232,,9,4568,3,499,,15,29,,,,538,2879,515,11,20,3,,,6,1826,3,8842.20,2764.05,unsat,130.70,1.76,0.14,0.53,0.09,1.01,120.61,28.60,72.64,0.02,0.39,0.25,0.70,126.11,25.01,,101.03,1.67,0.61,14.35,49.57,0.00,49.57,0.66
chc-lia-0306.smt2,,,6,,,10,10,,,,,60,,31,,47,438,6,113,,,,,,,87,238,102,,,,,,,,,1925.88,777.95,sat,29.77,0.89,0.07,0.37,0.03,0.46,24.77,0.17,16.33,0.00,0.50,0.41,0.09,25.96,6.73,,19.19,0.17,0.01,0.50,0.00,,0.00,
chc-lia-0310.smt2,,,,1,,3,3,,1,,1,109,1,2,,,53,,113,,,,,,,96,3,112,3,,1,,,,,,4560.04,1619.17,unsat,129.16,2.41,0.08,0.32,0.03,2.00,107.51,94.47,0.22,0.00,0.48,0.38,3.20,118.23,3.66,,114.56,7.68,0.03,59.31,0.01,,0.01,0.50
chc-lia-0311.smt2,,33,,1,,9,9,,1,,6,98,,149,,27,646,,171,,,,,,,107,269,169,9,,3,,,,,,3055.40,1043.21,unsat,5.80,0.15,0.01,0.04,0.01,0.08,2.95,1.22,0.44,0.00,0.45,0.34,0.11,3.45,0.79,,2.62,0.18,0.01,0.02,0.00,,0.00,0.20
chc-lia-0312.smt2,,,5,5,,7,7,,5,,20,76,,73,,36,362,,108,,,,,,,64,178,96,,,,,,,,,4429.28,1694.15,sat,49.12,2.47,0.14,0.76,0.06,1.55,39.75,0.39,32.67,0.00,0.57,0.49,0.21,42.75,9.43,,33.28,0.37,0.03,7.00,0.01,,0.01,
chc-lia-0313.smt2,,,4,,,8,8,,,,,42,,26,,33,285,,73,,,,,,,53,145,65,,,,,,,,,2178.12,864.70,sat,29.99,1.22,0.06,0.23,0.02,0.92,24.82,4.60,16.52,0.00,0.56,0.45,0.20,26.61,7.34,,19.24,0.44,0.01,7.82,0.00,,0.00,
chc-lia-0314.smt2,,1045,,117,1,49,48,,1294,,1015,2366,561,19973,30,489,71127,61,4992,,108,382,,,2,6719,37909,7208,,227,,,,481,37857,273,,10412.28,timeout,597.60,12.90,1.68,6.69,1.89,2.16,349.13,235.62,32.15,1.99,1.06,0.89,3.16,509.45,104.60,,404.53,8.58,68.29,30.11,223.42,0.00,223.42,3.72
chc-lia-0315.smt2,,158,,,,3,3,,,,,163,,1,,,81,,174,,,,,,,128,6,174,3,,2,,,,,,7847.00,2564.66,unsat,95.05,2.16,0.08,0.42,0.05,1.60,75.43,4.69,53.43,0.00,0.68,0.51,2.98,83.62,7.13,,76.49,5.34,0.03,27.57,0.00,,0.00,0.48
chc-lia-0316.smt2,,,1,,,1,1,,,,,5,,,,4,8,,6,,,,,,,5,7,4,,,,,,,,,2510.68,1352.82,sat,47.11,1.84,0.06,1.13,0.02,0.66,20.73,0.95,1.43,,0.53,0.49,0.04,22.73,14.18,,8.55,0.15,0.00,0.00,0.00,,0.00,
chc-lia-0317.smt2,,,1,,,3,3,,,,,6,,1,,5,9,,13,,,,,,,7,2,9,,,,,,,,,1234.68,602.36,sat,15.85,0.35,0.01,0.06,0.00,0.28,11.34,0.06,9.78,0.00,0.42,0.32,0.01,11.74,8.30,,3.42,0.02,0.00,0.43,0.00,,0.00,
chc-lia-0318.smt2,,1325,32,74,1,34,34,,611,,269,121,5,411,,221,6651,20,1203,,128,,,,,316,3994,1043,,962,,,,28,3304,41,5241.52,2362.49,sat,251.00,14.28,1.10,4.81,0.65,8.13,184.23,53.04,107.09,0.09,0.56,0.50,5.62,239.60,65.31,,174.10,8.95,10.23,2.30,76.40,0.00,76.40,11.25
chc-lia-0319.smt2,,279,,2,1,5,5,,3,,3,264,3,49,,15,536,,293,,,,,,,264,223,293,5,,3,,,,565,,10395.56,3224.58,unsat,254.99,4.82,0.24,2.01,0.13,2.48,222.97,4.55,197.49,0.00,0.65,0.54,3.48,234.95,17.85,,217.07,6.33,0.09,19.24,106.52,0.00,106.52,0.73
chc-lia-0321.smt2,,76,,221,2,76,75,,125,,4,290,,480,147,,6058,781,998,,88,458,,,,899,4171,4115,,680,,478,,107,19562,37,,680.52,timeout,598.21,1.65,0.27,0.70,0.22,0.44,525.46,472.05,9.72,0.37,0.68,0.55,5.81,577.20,37.29,,539.48,14.26,12.58,0.41,397.76,0.01,397.76,2.11
chc-lia-0323.smt2,,104,,1,,3,3,,3,,3,106,3,1,,,139,,111,,,,,,,107,69,111,3,,2,,,,,,9256.88,2923.64,unsat,110.18,1.99,0.09,0.46,0.04,1.41,86.76,4.93,64.11,0.00,0.63,0.51,2.80,94.41,6.98,,87.42,4.96,0.04,29.70,0.03,,0.03,0.65
chc-lia-0328.smt2,33,124,,19,1,9,9,,63,,76,478,15,341,,53,2445,27,795,,8,95,,,,708,1366,837,9,17,3,,,6,1603,,21436.32,6047.27,unsat,171.54,3.60,0.22,0.91,0.14,2.32,147.81,70.20,59.96,0.01,0.91,0.60,2.84,158.77,8.54,,150.17,4.82,0.76,22.10,73.96,0.00,73.96,1.07
chc-lia-0329.smt2,,64,,,,3,3,,,,,63,,1,,,99,,66,,,,,,,61,48,66,3,,2,,,,,,3944.48,1321.43,unsat,14.38,0.05,0.00,0.01,0.00,0.02,6.49,1.58,2.69,0.00,0.47,0.35,0.06,6.77,0.93,,5.82,0.14,0.01,1.72,0.00,,0.00,0.08
chc-lia-0331.smt2,,149,,,,5,5,,,,,156,,70,,,466,,170,,,,,,,139,144,169,5,,3,,,,,,10706.04,3348.89,unsat,112.37,1.92,0.09,0.36,0.04,1.43,83.33,2.39,72.38,0.00,0.83,0.67,1.62,88.13,17.85,,70.27,2.51,0.01,15.27,0.00,,0.00,0.98
chc-lia-0333.smt2,,,12,4,,14,14,,4,,7,419,3,819,,270,6167,19,549,,,,,,,371,3131,533,,,,,,,,,23987.12,6838.21,sat,169.69,3.85,0.20,0.80,0.11,2.73,139.11,4.23,111.96,0.03,0.92,0.73,0.99,145.64,25.88,,119.69,1.71,0.09,0.11,0.04,,0.04,
chc-lia-0334.smt2,,,5,,,8,8,,,,,85,,9,,27,329,,118,,,,,,,95,117,109,,,,,,,,,5016.08,2395.88,sat,133.81,5.08,0.10,0.48,0.05,4.46,94.49,3.41,57.62,0.00,0.91,0.76,3.48,104.38,36.40,,67.95,4.56,0.02,31.07,0.00,,0.00,
