index,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_num_active_lemmas,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_reuse_reach_facts,max_memory,memory,result,time,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_is_reach
chc-lia-lin-0160.smt2,,,1,1,1,,,,,1,1,,,1,1,30.04,8.29,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,,
chc-lia-lin-0161.smt2,,,1,1,1,,,,,1,1,,,1,1,28.64,8.02,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,,
chc-lia-lin-0162.smt2,,,55,55,220,2145,239,11504,20,891,197,6573,851,,,717.36,509.40,sat,110.35,106.53,69.17,,0.93,0.00,0.00,0.12,109.59,51.06,,58.36,0.67,43.19,
chc-lia-lin-0163.smt2,,,1,1,1,,,,,1,1,,,1,1,29.96,8.35,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,,
chc-lia-lin-0164.smt2,,,35,35,178,1332,300,8426,7,925,199,4413,891,,,636.68,458.63,sat,88.33,84.74,58.77,,0.74,0.00,0.00,0.14,87.60,37.97,,49.51,0.71,36.64,
chc-lia-lin-0165.smt2,,,1,1,1,,,,,1,1,,,1,1,30.00,8.28,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,,
chc-lia-lin-0166.smt2,,,1,1,1,,,,,1,1,,,1,1,31.52,9.44,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,,
chc-lia-lin-0167.smt2,,1,2,2,50,,20,83,,69,66,34,66,,,270.64,156.77,sat,7.74,6.20,0.01,5.47,,0.01,0.00,0.15,6.59,2.29,,4.30,0.35,1.07,
chc-lia-lin-0168.smt2,,1,3,3,213,,216,196,,275,266,87,271,,,1023.76,547.90,sat,101.57,95.99,3.96,83.99,0.00,0.01,0.00,0.33,97.43,5.09,,92.34,1.18,69.96,
chc-lia-lin-0169.smt2,,1,2,2,54,,20,87,,73,70,34,70,,,224.84,132.22,sat,5.35,4.04,0.28,3.02,0.00,0.01,0.01,0.15,4.42,1.63,,2.79,0.34,0.76,
chc-lia-lin-0170.smt2,,1,2,2,44,,15,76,,69,62,23,66,,,181.84,98.85,sat,4.25,3.14,0.01,2.46,,0.01,0.01,0.11,3.46,1.26,,2.19,0.27,0.21,
chc-lia-lin-0171.smt2,,1,2,2,44,,14,75,,69,62,21,66,,,162.96,86.08,sat,4.14,2.96,0.01,2.37,,0.01,0.01,0.21,3.39,1.13,,2.25,0.38,0.25,
chc-lia-lin-0172.smt2,,1,2,2,45,,15,72,,65,58,23,62,,,224.92,122.20,sat,4.45,3.42,0.01,2.76,,0.01,0.00,0.11,3.73,1.70,,2.02,0.27,0.20,
chc-lia-lin-0173.smt2,,1,2,2,53,,16,88,,80,73,25,77,,,305.36,178.93,sat,10.10,4.74,0.06,3.77,,0.01,0.01,0.26,5.26,2.28,,2.98,0.47,0.30,
chc-lia-lin-0174.smt2,3,,2,2,21,,,21,,22,22,,22,2,1,87.28,31.96,unsat,0.53,0.37,0.05,0.27,,0.01,0.01,0.01,0.42,0.19,,0.23,0.02,0.00,0.06
chc-lia-lin-0175.smt2,,1,2,2,71,,31,126,,118,96,40,115,,,6605.64,4250.25,sat,349.00,294.59,0.05,5.00,,0.01,0.01,0.25,295.18,224.66,,70.51,0.51,0.35,
chc-lia-lin-0176.smt2,2,,2,2,21,,,21,,22,22,,22,2,2,99.72,41.10,unsat,0.64,0.49,0.04,0.42,,0.01,0.00,0.02,0.53,0.18,,0.35,0.02,0.00,0.14
chc-lia-lin-0177.smt2,2,,2,2,21,,,21,,22,22,,22,2,1,115.80,50.40,unsat,0.94,0.79,0.07,0.68,,0.01,0.00,0.01,0.82,0.24,,0.58,0.02,0.00,0.32
chc-lia-lin-0178.smt2,2,,2,2,3,,1,5,,4,4,3,4,2,1,82.52,29.59,unsat,0.33,0.20,0.03,0.14,,0.01,0.00,0.01,0.22,0.09,,0.13,0.01,0.00,0.03
chc-lia-lin-0179.smt2,,,42,42,149,3027,398,16521,36,1587,195,9314,1547,,,1106.44,688.60,sat,308.16,300.72,205.27,,1.93,0.00,0.00,0.27,306.91,137.96,,168.82,1.61,123.49,
chc-lia-lin-0180.smt2,,,,36,831,5278,,13346,30,2763,351,3720,2728,,,,240.73,timeout,596.18,546.51,427.95,0.08,3.26,0.00,0.00,0.50,556.75,125.56,,431.08,3.26,324.94,
chc-lia-lin-0181.smt2,,,1,1,1,,,,,1,1,,,1,1,32.12,9.73,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0182.smt2,,,1,1,1,,,,,1,1,,,1,1,32.08,9.82,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0183.smt2,,,1,1,1,,,,,1,1,,,1,1,32.16,9.78,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0184.smt2,,,1,1,1,,,,,1,1,,,1,1,32.16,9.82,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0185.smt2,,,1,1,1,,,,,1,1,,,1,1,32.08,9.78,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0186.smt2,,,1,1,1,,,,,1,1,,,1,1,32.12,9.78,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0187.smt2,,,1,1,1,,,,,1,1,,,1,1,32.48,9.79,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0188.smt2,,1,2,2,34,,33,75,,49,27,46,46,,,320.32,190.67,sat,7.68,3.93,0.12,0.89,0.00,0.01,0.01,0.03,4.03,0.33,,3.70,0.06,0.68,
chc-lia-lin-0189.smt2,,,48,48,274,3826,328,16375,11,1245,269,8802,1200,,,1052.12,678.59,sat,263.98,257.10,168.79,,2.07,0.00,0.00,0.21,262.88,122.72,,140.00,1.33,104.58,
chc-lia-lin-0190.smt2,,,1,1,1,,,,,1,1,,,1,1,32.36,9.80,unsat,0.05,0.01,0.00,,,0.01,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0191.smt2,,1,2,2,53,,41,96,,87,55,51,84,,,858.40,592.60,sat,53.70,20.88,0.38,5.39,0.00,0.01,0.01,0.10,21.14,3.97,,17.17,0.21,3.37,
chc-lia-lin-0192.smt2,,,1,1,1,,,,,1,1,,,1,1,33.12,9.82,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0193.smt2,4,,2,2,21,,,21,,22,22,,22,2,1,97.68,41.13,unsat,0.69,0.52,0.07,0.42,,0.01,0.00,0.02,0.57,0.10,,0.47,0.03,0.00,0.08
chc-lia-lin-0194.smt2,,,1,1,1,,,,,1,1,,,1,1,34.04,10.33,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,,
chc-lia-lin-0195.smt2,,1,2,2,86,,30,170,,154,136,45,151,,,375.16,205.70,sat,23.22,19.56,6.54,9.46,0.00,0.01,0.01,0.43,20.50,7.31,,13.19,0.84,1.93,
chc-lia-lin-0196.smt2,2,,2,2,14,,4,22,,15,15,12,15,2,2,112.36,46.59,unsat,0.83,0.65,0.18,0.41,,0.01,0.01,0.01,0.69,0.13,,0.55,0.02,0.01,0.18
chc-lia-lin-0197.smt2,,1,2,2,82,,20,160,,149,146,31,146,,,336.88,176.57,sat,29.70,28.11,13.50,12.03,,0.02,0.01,0.42,29.04,9.33,,19.70,0.83,4.45,
chc-lia-lin-0198.smt2,,,35,35,119,977,152,3874,8,599,93,1665,564,,,393.48,247.01,sat,25.85,24.08,17.28,,0.25,0.00,0.00,0.09,25.56,8.37,,17.09,0.50,12.19,
chc-lia-lin-0199.smt2,,1,2,2,125,,71,242,,204,166,105,201,,,1375.68,824.49,sat,229.32,68.67,0.59,37.37,,0.01,0.01,0.43,69.76,15.96,,53.79,0.92,19.19,
chc-lia-lin-0200.smt2,,,,37,802,3916,,17002,40,2226,435,7628,2190,,,,327.44,timeout,597.00,540.61,394.97,,3.74,0.00,0.00,0.40,551.21,207.42,,343.68,3.29,252.73,
chc-lia-lin-0201.smt2,,,9,9,23,16,11,154,,44,23,92,45,9,1,101.84,41.52,unsat,0.29,0.16,0.05,,0.00,0.01,0.00,0.01,0.22,0.07,,0.12,0.02,0.01,0.01
chc-lia-lin-0202.smt2,,,,94,308,7294,19,19469,4,4775,1601,6042,4680,,,,185.60,timeout,594.31,542.67,386.94,,3.97,0.01,0.01,9.51,585.70,140.87,,444.52,33.12,221.23,
chc-lia-lin-0203.smt2,,,,99,320,9925,13,21558,16,5125,1557,5674,5025,,,,190.09,timeout,592.92,530.31,365.69,,4.41,0.01,0.01,9.93,575.92,118.98,,456.61,35.05,232.06,
chc-lia-lin-0204.smt2,,,,99,320,9925,13,21558,16,5125,1557,5674,5025,,,,189.62,timeout,593.81,534.56,367.99,,4.42,0.01,0.01,10.06,580.80,119.16,,461.30,35.39,234.75,
chc-lia-lin-0205.smt2,,,,99,332,8728,13,22671,134,5145,1321,6831,5045,,,,194.29,timeout,593.57,544.09,393.46,,4.83,0.01,0.01,10.02,590.96,145.00,,445.63,35.78,218.74,
chc-lia-lin-0206.smt2,,,,101,326,10316,17,22511,41,5362,1490,5942,5260,,,,191.59,timeout,593.92,536.32,389.14,,4.54,0.01,0.01,10.96,585.69,124.75,,460.60,38.50,223.57,
chc-lia-lin-0207.smt2,,,,98,328,9422,15,23021,87,5001,1157,6722,4902,,,,195.26,timeout,594.78,534.54,387.79,,4.65,0.01,0.01,10.10,581.07,142.61,,438.14,35.87,212.96,
chc-lia-lin-0208.smt2,,,,92,309,6441,19,21230,46,4461,1432,7409,4368,,,,193.81,timeout,593.95,538.93,391.55,,4.01,0.01,0.01,9.00,580.62,161.88,,418.45,32.26,205.23,
chc-lia-lin-0209.smt2,,,,101,327,10284,13,22390,49,5302,1355,5897,5200,,,,190.10,timeout,594.40,538.92,390.23,,4.41,0.01,0.01,10.93,588.89,119.73,,468.83,39.22,230.53,
chc-lia-lin-0210.smt2,,,,97,331,9187,14,22800,54,4962,1578,6687,4864,,,,198.88,timeout,594.59,531.53,383.43,,4.86,0.01,0.01,9.74,577.98,152.87,,424.79,35.88,202.82,
chc-lia-lin-0211.smt2,,,,100,324,9749,16,21044,61,5362,1567,5526,5261,,,,194.47,timeout,594.37,536.69,391.66,,4.25,0.01,0.01,10.93,587.03,121.41,,465.28,40.01,233.51,
chc-lia-lin-0212.smt2,,,,98,334,10358,19,22108,18,5129,1531,5735,5030,,,,196.14,timeout,594.42,527.87,387.35,,4.39,0.01,0.01,10.48,575.94,128.75,,446.88,37.94,218.21,
chc-lia-lin-0213.smt2,,,,98,323,8970,17,21242,91,5082,1582,5995,4983,,,,189.37,timeout,594.59,541.48,397.23,,4.26,0.01,0.01,10.92,591.01,135.11,,455.58,39.39,222.07,
chc-lia-lin-0214.smt2,,,,99,327,9158,19,21787,91,5223,1666,6232,5123,,,,195.64,timeout,594.75,518.49,381.36,,4.28,0.01,0.01,11.04,568.31,131.96,,436.02,39.62,210.77,
chc-lia-lin-0215.smt2,,,,98,333,9672,17,22762,100,5037,1870,6396,4938,,,,199.15,timeout,594.97,529.23,388.87,,4.57,0.01,0.01,10.33,578.40,136.88,,441.21,38.88,217.00,
chc-lia-lin-0216.smt2,,,,99,345,8971,23,23661,77,5115,1446,7269,5046,,,,204.55,timeout,595.33,541.59,399.13,,4.94,0.01,0.01,10.96,592.49,160.59,,431.57,39.91,205.60,
chc-lia-lin-0217.smt2,,,,93,322,5898,19,22575,361,4565,1365,8152,4471,,,,206.10,timeout,595.66,550.37,404.76,,4.41,0.01,0.01,9.43,595.25,194.41,,400.53,35.14,195.80,
chc-lia-lin-0218.smt2,,,,85,299,4473,19,21415,110,3891,1278,8404,3805,,,,202.52,timeout,596.08,541.74,403.71,,3.78,0.01,0.01,8.20,580.66,243.46,,336.92,30.32,165.34,
chc-lia-lin-0219.smt2,,,,101,330,10132,14,22342,30,5296,1554,5960,5194,,,,205.85,timeout,594.89,525.55,393.29,,4.46,0.01,0.01,11.63,579.05,129.50,,449.21,43.06,218.45,
chc-lia-lin-0220.smt2,,,,102,333,9720,19,23090,18,5470,1583,6554,5367,,,,207.02,timeout,594.63,525.85,386.58,,4.68,0.01,0.01,11.96,580.68,136.94,,443.41,44.08,207.95,
chc-lia-lin-0221.smt2,,,,100,344,10069,22,23549,32,5304,2288,6596,5203,,,,207.45,timeout,595.66,514.46,384.36,,4.63,0.01,0.01,11.21,567.22,134.03,,432.86,42.28,208.74,
chc-lia-lin-0222.smt2,,,,100,344,10069,22,23549,32,5304,2288,6596,5203,,,,207.46,timeout,595.86,508.82,379.75,,4.63,0.01,0.01,11.06,561.32,132.20,,428.79,42.07,206.46,
chc-lia-lin-0223.smt2,,,,103,339,11603,17,24272,48,5519,1188,6195,5415,,,,207.70,timeout,595.15,536.60,400.67,,4.98,0.01,0.01,12.25,593.24,144.28,,448.63,45.44,205.99,
chc-lia-lin-0224.smt2,,,,104,357,11008,18,24757,80,5734,2454,6748,5629,,,,215.43,timeout,595.10,522.64,388.30,,5.17,0.01,0.01,11.84,580.05,142.05,,437.66,46.05,206.88,
chc-lia-lin-0225.smt2,,,,104,357,11008,18,24757,80,5734,2454,6748,5629,,,,215.57,timeout,595.50,481.54,359.16,,5.03,0.01,0.01,11.58,537.63,134.01,,403.28,45.07,187.18,
chc-lia-lin-0226.smt2,,,,104,342,11278,17,24757,63,5701,1399,6576,5596,,,,219.90,timeout,595.40,531.87,388.43,,4.81,0.01,0.01,12.54,590.21,129.58,,460.29,47.28,206.38,
chc-lia-lin-0227.smt2,,,,109,376,12928,19,26627,118,6160,1746,6623,6050,,,,221.35,timeout,596.02,533.28,395.81,,5.59,0.01,0.01,12.69,593.59,128.02,,465.23,48.61,201.86,
chc-lia-lin-0228.smt2,,,,107,369,11584,26,25878,62,5948,2351,7003,5840,,,,225.40,timeout,595.15,523.58,382.24,,5.20,0.01,0.01,11.95,581.56,123.00,,458.23,46.81,218.97,
chc-lia-lin-0229.smt2,,,,108,366,12199,21,26230,102,6188,2452,6835,6079,,,,234.57,timeout,595.54,529.41,394.57,,5.36,0.01,0.01,12.84,590.84,129.73,,460.76,49.77,198.67,
chc-lia-lin-0230.smt2,,,,111,361,10949,26,26042,18,6409,1451,7414,6297,,,,232.43,timeout,594.03,525.21,389.14,,5.39,0.01,0.01,14.51,590.69,138.20,,452.13,53.44,195.81,
chc-lia-lin-0231.smt2,,,,102,333,10082,25,22658,28,5480,1770,6171,5377,,,,207.99,timeout,595.95,528.85,394.94,,4.32,0.01,0.01,12.14,584.89,113.89,,470.67,45.89,172.39,
chc-lia-lin-0232.smt2,,,,104,337,10493,25,23487,28,5689,1777,6378,5584,,,,214.06,timeout,597.21,527.33,393.46,,4.51,0.01,0.01,12.53,584.96,113.77,,470.86,47.38,171.46,
chc-lia-lin-0233.smt2,,,,106,353,11086,24,23953,26,5849,1655,6266,5742,,,,221.83,timeout,596.51,535.32,402.31,,4.69,0.01,0.01,12.47,593.92,139.81,,453.77,48.26,233.70,
chc-lia-lin-0234.smt2,,,,106,353,11086,24,23953,26,5849,1655,6266,5742,,,,221.83,timeout,595.89,535.09,402.15,,4.68,0.01,0.01,12.62,593.84,140.02,,453.49,48.38,232.81,
chc-lia-lin-0235.smt2,,,,104,354,10236,24,25136,171,5691,1633,7299,5586,,,,225.58,timeout,596.23,528.12,395.81,,5.03,0.01,0.01,12.90,588.33,163.85,,424.15,49.09,195.06,
chc-lia-lin-0236.smt2,,,,103,345,10559,21,22983,62,5529,1378,5984,5425,,,,210.47,timeout,595.56,532.56,399.28,,4.64,0.01,0.01,11.62,588.89,188.42,,400.15,46.32,166.23,
chc-lia-lin-0237.smt2,,,,102,352,11665,23,24093,30,5422,1234,6101,5319,,,,213.44,timeout,594.81,510.55,365.56,,4.66,0.01,0.01,11.82,565.74,110.41,,455.01,45.36,206.85,
chc-lia-lin-0238.smt2,,,,94,311,8963,24,20049,18,4614,1788,5448,4519,,,,324.76,timeout,596.96,533.78,401.86,,3.75,0.01,0.01,10.91,583.04,126.72,,456.02,40.27,230.51,
chc-lia-lin-0239.smt2,,,,95,303,9305,21,18990,37,4718,1458,4659,4622,,,,186.24,timeout,593.56,528.99,398.15,,3.91,0.01,0.01,12.50,588.78,120.94,,467.52,50.25,231.07,
chc-lia-lin-0240.smt2,,,,91,309,8385,23,18674,81,4453,1498,4995,4361,,,,196.98,timeout,594.07,522.40,381.42,,3.74,0.02,0.02,11.94,579.91,127.73,,451.88,48.43,217.30,
chc-lia-lin-0241.smt2,,,,90,307,8188,23,18301,81,4361,1493,4908,4270,,,,195.01,timeout,592.71,531.87,388.91,,3.71,0.02,0.02,12.09,590.04,130.07,,459.67,48.86,221.66,
chc-lia-lin-0242.smt2,,,,92,310,7369,21,19459,109,4420,1240,5916,4327,,,,190.05,timeout,593.40,525.61,390.42,,4.25,0.02,0.01,11.90,583.17,159.84,,423.03,47.78,201.57,
chc-lia-lin-0243.smt2,,,,92,310,7369,21,19459,109,4420,1240,5916,4327,,,,189.98,timeout,594.10,528.28,394.69,,4.29,0.02,0.01,12.23,586.54,162.16,,424.09,48.09,202.21,
chc-lia-lin-0244.smt2,,,,92,299,7058,23,17980,52,4423,1247,5393,4330,,,,193.06,timeout,594.06,526.03,398.48,,3.95,0.02,0.01,11.84,583.26,143.56,,439.40,47.85,207.45,
chc-lia-lin-0245.smt2,,,,94,303,7323,23,18827,52,4612,1341,5682,4517,,,,193.19,timeout,593.51,525.93,398.77,,4.09,0.02,0.01,12.09,583.96,145.34,,438.31,48.36,206.91,
chc-lia-lin-0246.smt2,,,7,7,20,7,13,73,3,38,21,37,31,,,129.48,73.23,sat,0.71,0.49,0.20,,0.00,0.01,0.01,0.01,0.56,0.12,,0.42,0.02,0.16,
chc-lia-lin-0247.smt2,,,6,6,26,8,17,71,,40,23,36,34,,,179.88,113.60,sat,1.01,0.74,0.34,,0.00,0.01,0.01,0.01,0.82,0.12,,0.68,0.02,0.31,
chc-lia-lin-0248.smt2,,,30,30,357,1227,364,7273,182,1006,513,4924,980,,,1428.04,645.22,sat,11.68,9.15,2.93,,0.08,0.03,0.01,0.22,10.72,5.31,,5.32,0.63,1.58,
chc-lia-lin-0249.smt2,,,5,5,20,14,1,43,1,39,19,9,38,5,1,146.76,48.31,unsat,0.19,0.06,0.02,,0.00,0.03,0.01,0.01,0.10,0.01,,0.07,0.01,0.00,0.01
chc-lia-lin-0250.smt2,,,24,24,156,443,76,1370,7,370,162,685,374,24,1,577.48,190.95,unsat,1.37,0.78,0.28,,0.00,0.05,0.01,0.06,1.17,0.35,,0.76,0.15,0.06,0.05
chc-lia-lin-0251.smt2,,,,94,2353,19433,1585,103238,1073,5551,2481,69005,5482,,,,3838.94,timeout,597.29,552.16,231.20,,4.15,0.04,0.01,1.58,573.40,326.44,,246.63,5.46,134.91,
chc-lia-lin-0252.smt2,,,14,14,72,146,14,468,1,222,71,207,221,14,1,321.72,106.17,unsat,0.69,0.33,0.14,,0.00,0.04,0.01,0.04,0.54,0.10,,0.41,0.10,0.02,0.02
chc-lia-lin-0253.smt2,,,70,70,686,5021,702,30151,1364,2033,1101,22034,1993,,,9439.80,3484.03,sat,60.71,44.94,13.64,,0.33,0.06,0.01,0.43,49.93,29.24,,20.45,1.32,9.35,
chc-lia-lin-0254.smt2,,,105,105,814,3750,1871,49428,548,3924,2722,42994,3883,,,15934.00,5534.41,sat,139.74,113.85,23.76,,0.29,0.06,0.01,1.04,123.31,72.49,,50.47,3.43,14.95,
chc-lia-lin-0255.smt2,,,32,32,193,838,68,2561,7,536,213,1264,541,32,1,895.76,309.97,unsat,2.69,1.77,0.69,,0.01,0.07,0.02,0.10,2.41,0.83,,1.48,0.25,0.24,0.08
chc-lia-lin-0256.smt2,,,61,61,1244,6834,372,24634,144,2424,1230,13684,2432,61,1,6579.40,2352.79,unsat,59.52,52.77,24.80,,0.61,0.04,0.01,0.68,58.50,22.48,,35.81,2.05,15.79,0.68
chc-lia-lin-0257.smt2,,7,9,9,40,15,28,162,,71,65,79,82,17,12,551.68,334.43,sat,12.87,11.56,3.38,3.88,0.00,0.03,0.02,0.05,11.90,2.38,,9.49,0.10,4.66,0.34
chc-lia-lin-0258.smt2,,,47,46,218,909,32,4912,6,819,654,1934,954,162,94,,815.91,timeout,598.95,575.37,20.31,79.79,0.12,0.02,0.02,0.80,579.38,63.20,,516.00,1.64,49.73,10.17
chc-lia-lin-0259.smt2,,,39,39,143,814,101,3179,21,462,118,1901,435,,,1081.36,370.72,sat,3.18,1.87,0.58,,0.01,0.06,0.02,0.08,2.51,1.17,,1.21,0.22,0.16,
chc-lia-lin-0260.smt2,,,87,87,309,4136,187,12760,,1460,191,7122,1416,,,4650.20,1526.06,sat,14.60,8.99,2.74,,0.06,0.09,0.03,0.29,11.10,5.72,,5.09,0.64,1.20,
chc-lia-lin-0261.smt2,,,105,105,309,3883,125,12598,,1454,125,7804,1408,,,4501.96,1502.30,sat,15.42,10.00,2.55,,0.03,0.09,0.03,0.23,12.24,6.54,,5.35,0.62,1.72,
chc-lia-lin-0262.smt2,,,97,97,281,3912,125,11454,,1319,125,7057,1280,,,4585.04,1499.92,sat,13.47,8.08,1.79,,0.02,0.09,0.03,0.30,10.09,5.28,,4.49,0.63,1.17,
chc-lia-lin-0263.smt2,,,89,89,247,3512,125,10455,,1320,127,6002,1278,,,4502.08,1448.48,sat,11.45,6.72,1.71,,0.03,0.09,0.03,0.18,8.51,4.24,,3.97,0.49,0.73,
chc-lia-lin-0264.smt2,,,117,117,301,3827,125,13835,,1839,127,9078,1780,,,5751.08,1847.78,sat,18.49,11.67,2.97,,0.03,0.09,0.03,0.26,14.24,7.82,,6.04,0.68,1.92,
chc-lia-lin-0265.smt2,,,101,101,248,3910,126,12083,,1320,125,7562,1278,,,4537.96,1504.86,sat,14.61,9.21,2.34,,0.02,0.09,0.03,0.29,11.31,6.03,,4.94,0.63,1.70,
chc-lia-lin-0266.smt2,,,82,82,227,3216,125,9567,21,1347,127,5250,1301,,,3438.20,1173.81,sat,10.83,6.47,1.95,,0.04,0.09,0.03,0.21,8.18,4.02,,3.89,0.52,0.82,
chc-lia-lin-0267.smt2,,,122,122,365,3856,125,14150,,2094,149,9432,2030,,,5772.60,1986.74,sat,19.83,12.54,2.98,,0.03,0.09,0.03,0.37,15.40,8.76,,6.23,0.86,1.86,
chc-lia-lin-0268.smt2,,,,77,4379,17943,894,73853,502,6992,5146,42668,6936,,,,5975.63,timeout,595.99,296.58,162.64,,2.72,0.08,0.02,2.25,318.14,98.61,,219.25,7.89,123.53,
chc-lia-lin-0269.smt2,,,119,119,309,5567,299,19197,4,2052,187,12672,1992,,,6092.72,2173.17,sat,24.41,16.37,2.99,,0.03,0.09,0.03,0.41,19.60,11.94,,7.26,0.95,1.87,
chc-lia-lin-0270.smt2,,,121,121,305,3878,125,13986,60,2027,127,9559,1964,,,5775.28,2015.12,sat,20.19,12.46,2.40,,0.03,0.09,0.03,0.27,15.16,9.08,,5.69,0.72,1.48,
chc-lia-lin-0271.smt2,,,108,108,326,3904,125,13201,47,1503,127,8432,1452,,,5068.48,1676.71,sat,16.49,10.06,2.00,,0.03,0.09,0.03,0.20,12.20,7.17,,4.67,0.53,1.27,
chc-lia-lin-0272.smt2,,,90,90,247,3571,125,10570,,1308,127,6138,1267,,,4506.76,1468.25,sat,12.59,7.01,1.57,,0.03,0.09,0.03,0.22,8.79,4.52,,3.97,0.53,0.70,
chc-lia-lin-0273.smt2,,,141,141,465,5449,249,13507,98,1869,249,6617,1812,,,8171.08,2642.22,sat,35.16,26.38,6.34,,0.07,0.09,0.03,0.27,29.19,9.43,,19.26,0.72,4.34,
chc-lia-lin-0274.smt2,,,99,99,417,5424,187,15635,,1469,191,9453,1428,,,6401.56,2174.45,sat,21.17,13.60,2.52,,0.03,0.09,0.03,0.21,15.89,9.28,,6.30,0.56,1.71,
chc-lia-lin-0275.smt2,,,108,108,309,4071,189,15481,1,1625,187,10321,1576,,,8052.12,2605.67,sat,28.33,20.92,2.77,,0.03,0.09,0.03,0.23,23.45,10.13,,12.97,0.62,1.53,
chc-lia-lin-0276.smt2,,,95,95,321,4001,125,11410,34,1291,127,6993,1252,,,4660.16,1542.14,sat,14.33,8.45,1.83,,0.03,0.09,0.03,0.21,10.29,5.50,,4.48,0.49,1.23,
chc-lia-lin-0277.smt2,,,105,105,393,5570,187,16992,,1534,187,10516,1488,,,6186.72,2142.72,sat,21.14,13.29,2.61,,0.03,0.09,0.03,0.33,15.83,9.32,,6.17,0.72,1.80,
chc-lia-lin-0278.smt2,,,,76,5872,17702,421,57198,154,9062,7428,25669,9009,,,,4723.07,timeout,595.16,410.65,252.14,,3.00,0.08,0.02,3.86,438.08,90.76,,347.06,12.01,204.91,
chc-lia-lin-0279.smt2,,,,77,5722,27049,410,92254,301,9031,7675,47866,8975,,,,6417.13,timeout,595.23,537.28,308.77,,3.87,0.08,0.02,3.12,568.30,151.44,,416.59,11.73,234.14,
chc-lia-lin-0280.smt2,,,,66,171,3656,70,4767,11,2497,1241,488,2430,,,,209.69,timeout,595.57,492.56,428.12,,0.57,0.08,0.08,14.73,589.28,40.90,,548.17,93.63,286.84,
chc-lia-lin-0281.smt2,,,,66,170,3648,60,5427,9,2505,1212,790,2438,,,,215.66,timeout,596.03,489.93,426.74,,0.65,0.08,0.07,14.57,584.91,59.80,,524.89,91.74,270.49,
chc-lia-lin-0282.smt2,,,42,42,473,2086,133,6855,14,1180,533,3676,1186,42,1,2809.24,904.80,unsat,8.62,6.53,2.72,,0.04,0.09,0.02,0.24,8.12,2.81,,5.18,0.65,1.53,0.15
chc-lia-lin-0283.smt2,,,,59,216,2924,66,7607,8,1954,813,2313,1894,,,,226.10,timeout,596.32,509.11,438.04,,1.14,0.09,0.08,11.49,586.38,153.87,,432.32,73.74,219.48,
chc-lia-lin-0284.smt2,,,,53,217,2228,71,6920,14,1701,819,2199,1647,,,,236.61,timeout,596.63,518.05,449.86,,1.11,0.09,0.08,10.25,585.79,166.34,,419.27,64.31,229.75,
chc-lia-lin-0285.smt2,,,,57,219,2723,64,7800,2,1901,765,2388,1843,,,,238.06,timeout,596.20,504.75,431.14,,1.27,0.11,0.10,11.93,582.32,177.77,,404.37,73.81,192.48,
chc-lia-lin-0286.smt2,,,,48,231,2057,71,7873,11,1451,840,2718,1402,,,,242.34,timeout,597.38,520.81,457.66,,1.22,0.09,0.08,9.23,581.57,213.72,,367.69,57.34,197.19,
chc-lia-lin-0287.smt2,,,,55,226,2729,74,7456,6,1757,929,2304,1701,,,,233.58,timeout,596.64,511.88,444.24,,1.12,0.10,0.09,10.82,583.70,161.46,,422.06,68.36,223.20,
